44002617524 I 20220101000000   000000003228328.00BAHT   BAL000000003228328.00 INITIAL.
44002617524 D 20220103172553   000000000427090.75BAHT   BAL000000047004680.25 TYPE-DE.
44002617524 D 20220103175455   000000000921745.00BAHT   BAL000000047926425.25 TYPE-DE.
44002617524 D 20220103182238   000000000314148.25BAHT   BAL000000048240573.50 TYPE-DE.
44002617524 T 20220103183904   000000000000151.00BAHT   BAL000000048240422.50 TO00010115943.
44002617524 D 20220103184720   000000000219024.50BAHT   BAL000000048459447.00 TYPE-DE.
44002617524 W 20220103191340   000000000000104.75BAHT   BAL000000048459342.25 .
44002617524 W 20220103193652   000000000000113.50BAHT   BAL000000048459228.75 .
44002617524 W 20220103200141   000000000000102.75BAHT   BAL000000048459126.00 .
44002617524 W 20220103201301   000000000000187.00BAHT   BAL000000048458939.00 .
44002617524 D 20220103201454   000000000512387.00BAHT   BAL000000048971326.00 TYPE-DE.
44002617524 W 20220103202005   000000000000199.25BAHT   BAL000000048971126.75 .
44002617524 T 20220103204427   000000000000169.50BAHT   BAL000000048970957.25 TO00010115943.
44002617524 T 20220103204922   000000000000187.75BAHT   BAL000000048970769.50 TO85614200688.
44002617524 D 20220103210419   000000000739983.75BAHT   BAL000000049710753.25 TYPE-DE.
44002617524 T 20220103211403   000000000000168.50BAHT   BAL000000049710584.75 TO11870049832.
44002617524 T 20220103212312   000000000000176.25BAHT   BAL000000049710408.50 TO11870049832.
44002617524 T 20220103212323   000000000000162.50BAHT   BAL000000049710246.00 TO85614200688.
44002617524 D 20220103215114   000000000346357.75BAHT   BAL000000050056603.75 TYPE-DE.
44002617524 D 20220103220826   000000000142790.75BAHT   BAL000000050199394.50 TYPE-DE.
44002617524 T 20220103223458   000000000000192.75BAHT   BAL000000050199201.75 TO01133011122.
44002617524 T 20220103225924   000000000000148.25BAHT   BAL000000050199053.50 TO00010115943.
44002617524 T 20220103230226   000000000000179.25BAHT   BAL000000050198874.25 TO00010115943.
44002617524 T 20220103232134   000000000000121.75BAHT   BAL000000050198752.50 TO11870049832.
44002617524 D 20220103234209   000000000801584.50BAHT   BAL000000051000337.00 TYPE-DE.
44002617524 T 20220103234533   000000000000197.75BAHT   BAL000000051000139.25 TO01133011122.
44002617524 D 20220104001129   000000000823373.75BAHT   BAL000000051823513.00 TYPE-DE.
44002617524 T 20220104002942   000000000000136.25BAHT   BAL000000051823376.75 TO10803011297.
44002617524 W 20220104004244   000000000000149.00BAHT   BAL000000051823227.75 .
44002617524 D 20220104004917   000000000340753.00BAHT   BAL000000052163980.75 TYPE-DE.
44002617524 W 20220104010037   000000000000169.50BAHT   BAL000000052163811.25 .
44002617524 T 20220104011832   000000000000200.00BAHT   BAL000000052163611.25 TO01133011122.
44002617524 D 20220104012313   000000000417997.50BAHT   BAL000000052581608.75 TYPE-DE.
44002617524 W 20220104012654   000000000000125.00BAHT   BAL000000052581483.75 .
44002617524 D 20220104014427   000000000800679.75BAHT   BAL000000053382163.50 TYPE-DE.
44002617524 T 20220104020024   000000000000136.25BAHT   BAL000000053382027.25 TO01133011122.
44002617524 D 20220104021041   000000000017303.25BAHT   BAL000000053399330.50 TYPE-DE.
44002617524 T 20220104021540   000000000000147.75BAHT   BAL000000053399182.75 TO10803011297.
44002617524 D 20220104023051   000000000128462.00BAHT   BAL000000053527644.75 TYPE-DE.
44002617524 T 20220104023905   000000000000109.75BAHT   BAL000000053527535.00 TO00010115943.
44002617524 D 20220104030213   000000000342384.75BAHT   BAL000000053869919.75 TYPE-DE.
44002617524 D 20220104032021   000000000845967.50BAHT   BAL000000054715887.25 TYPE-DE.
44002617524 D 20220104033955   000000000488119.75BAHT   BAL000000055204007.00 TYPE-DE.
44002617524 T 20220104034257   000000000000117.00BAHT   BAL000000055203890.00 TO44088673004.
44002617524 D 20220104041157   000000000761615.00BAHT   BAL000000055965505.00 TYPE-DE.
44002617524 D 20220104043718   000000000170223.75BAHT   BAL000000056135728.75 TYPE-DE.
44002617524 D 20220104045101   000000000945931.50BAHT   BAL000000057081660.25 TYPE-DE.
44002617524 T 20220104045922   000000000000173.25BAHT   BAL000000057081487.00 TO11870049832.
44002617524 D 20220104050232   000000000200573.00BAHT   BAL000000057282060.00 TYPE-DE.
44002617524 D 20220104051201   000000000348546.00BAHT   BAL000000057630606.00 TYPE-DE.
44002617524 D 20220104053539   000000000085321.25BAHT   BAL000000057715927.25 TYPE-DE.
44002617524 D 20220104054836   000000000912595.50BAHT   BAL000000058628522.75 TYPE-DE.
44002617524 T 20220104055128   000000000000129.00BAHT   BAL000000058628393.75 TO01133011122.
44002617524 T 20220104060706   000000000000163.50BAHT   BAL000000058628230.25 TO85614200688.
44002617524 T 20220104061050   000000000000182.00BAHT   BAL000000058628048.25 TO00010115943.
44002617524 T 20220104061926   000000000000190.50BAHT   BAL000000058627857.75 TO10803011297.
44002617524 T 20220104064653   000000000000131.50BAHT   BAL000000058627726.25 TO00010115943.
44002617524 T 20220104064733   000000000000165.75BAHT   BAL000000058627560.50 TO44088673004.
44002617524 T 20220104070109   000000000000192.00BAHT   BAL000000058627368.50 TO85614200688.
44002617524 T 20220104071623   000000000000172.50BAHT   BAL000000058627196.00 TO01133011122.
44002617524 D 20220104073657   000000000741005.75BAHT   BAL000000059368201.75 TYPE-DE.
44002617524 T 20220104074154   000000000000153.00BAHT   BAL000000059368048.75 TO44088673004.
44002617524 D 20220104074935   000000000329648.00BAHT   BAL000000059697696.75 TYPE-DE.
44002617524 D 20220104081150   000000000234829.00BAHT   BAL000000059932525.75 TYPE-DE.
44002617524 D 20220104082107   000000000033784.50BAHT   BAL000000059966310.25 TYPE-DE.
44002617524 T 20220104082348   000000000000176.00BAHT   BAL000000059966134.25 TO11870049832.
44002617524 D 20220104082500   000000000593635.50BAHT   BAL000000060559769.75 TYPE-DE.
44002617524 T 20220104084016   000000000000122.75BAHT   BAL000000060559647.00 TO11870049832.
44002617524 D 20220104090455   000000000169981.25BAHT   BAL000000060729628.25 TYPE-DE.
44002617524 D 20220104093403   000000000536809.50BAHT   BAL000000061266437.75 TYPE-DE.
44002617524 T 20220104094006   000000000000143.00BAHT   BAL000000061266294.75 TO44088673004.
44002617524 T 20220104095148   000000000000155.75BAHT   BAL000000061266139.00 TO85614200688.
44002617524 D 20220104100541   000000000807715.25BAHT   BAL000000062073854.25 TYPE-DE.
44002617524 T 20220104101041   000000000000163.25BAHT   BAL000000062073691.00 TO11870049832.
44002617524 T 20220104104034   000000000000177.50BAHT   BAL000000062073513.50 TO00010115943.
44002617524 T 20220104110829   000000000000157.75BAHT   BAL000000062073355.75 TO85614200688.
44002617524 D 20220104111223   000000000769850.00BAHT   BAL000000062843205.75 TYPE-DE.
44002617524 D 20220104111746   000000000233792.00BAHT   BAL000000063076997.75 TYPE-DE.
44002617524 T 20220104112441   000000000000172.50BAHT   BAL000000063076825.25 TO00010115943.
44002617524 T 20220104115259   000000000000136.25BAHT   BAL000000063076689.00 TO00010115943.
44002617524 D 20220104115709   000000000288552.25BAHT   BAL000000063365241.25 TYPE-DE.
44002617524 D 20220104120148   000000000551001.00BAHT   BAL000000063916242.25 TYPE-DE.
44002617524 T 20220104122313   000000000000166.50BAHT   BAL000000063916075.75 TO11870049832.
44002617524 T 20220104123857   000000000000190.75BAHT   BAL000000063915885.00 TO11870049832.
44002617524 D 20220104130719   000000000204213.00BAHT   BAL000000064120098.00 TYPE-DE.
44002617524 T 20220104131213   000000000000159.50BAHT   BAL000000064119938.50 TO00010115943.
44002617524 D 20220104133418   000000000489747.25BAHT   BAL000000064609685.75 TYPE-DE.
44002617524 D 20220104133610   000000000761629.00BAHT   BAL000000065371314.75 TYPE-DE.
44002617524 D 20220104133639   000000000326347.50BAHT   BAL000000065697662.25 TYPE-DE.
44002617524 D 20220104140350   000000000430751.50BAHT   BAL000000066128413.75 TYPE-DE.
44002617524 D 20220104140739   000000000334993.50BAHT   BAL000000066463407.25 TYPE-DE.
44002617524 T 20220104143334   000000000000167.00BAHT   BAL000000066463240.25 TO10803011297.
44002617524 D 20220104145342   000000000475801.75BAHT   BAL000000066939042.00 TYPE-DE.
44002617524 D 20220104150530   000000000089631.75BAHT   BAL000000067028673.75 TYPE-DE.
44002617524 D 20220104152106   000000000446900.50BAHT   BAL000000067475574.25 TYPE-DE.
44002617524 T 20220104152319   000000000000124.75BAHT   BAL000000067475449.50 TO10803011297.
44002617524 D 20220104154230   000000000689152.50BAHT   BAL000000068164602.00 TYPE-DE.
44002617524 D 20220104160809   000000000180939.50BAHT   BAL000000068345541.50 TYPE-DE.
44002617524 T 20220104161538   000000000000186.00BAHT   BAL000000068345355.50 TO01133011122.
44002617524 T 20220104162159   000000000000149.50BAHT   BAL000000068345206.00 TO00010115943.
44002617524 D 20220104164938   000000000366965.25BAHT   BAL000000068712171.25 TYPE-DE.
44002617524 T 20220104171257   000000000000126.25BAHT   BAL000000068712045.00 TO85614200688.
44002617524 D 20220104173554   000000000306727.00BAHT   BAL000000069018772.00 TYPE-DE.
44002617524 T 20220104180258   000000000000107.25BAHT   BAL000000069018664.75 TO01133011122.
44002617524 D 20220104180853   000000000099273.25BAHT   BAL000000069117938.00 TYPE-DE.
44002617524 D 20220104182707   000000000513944.50BAHT   BAL000000069631882.50 TYPE-DE.
44002617524 D 20220104185554   000000000131378.75BAHT   BAL000000069763261.25 TYPE-DE.
44002617524 D 20220104191145   000000000437348.50BAHT   BAL000000070200609.75 TYPE-DE.
44002617524 D 20220104194054   000000000341323.25BAHT   BAL000000070541933.00 TYPE-DE.
44002617524 D 20220104195001   000000000503522.50BAHT   BAL000000071045455.50 TYPE-DE.
44002617524 D 20220104195825   000000000814330.50BAHT   BAL000000071859786.00 TYPE-DE.
44002617524 D 20220104201035   000000000578759.00BAHT   BAL000000072438545.00 TYPE-DE.
44002617524 D 20220104201149   000000000279269.25BAHT   BAL000000072717814.25 TYPE-DE.
44002617524 D 20220104203414   000000000045522.50BAHT   BAL000000072763336.75 TYPE-DE.
44002617524 D 20220104204756   000000000835011.25BAHT   BAL000000073598348.00 TYPE-DE.
44002617524 D 20220104210601   000000000947769.00BAHT   BAL000000074546117.00 TYPE-DE.
44002617524 D 20220104213010   000000000013920.00BAHT   BAL000000074560037.00 TYPE-DE.
44002617524 D 20220104214613   000000000113692.00BAHT   BAL000000074673729.00 TYPE-DE.
44002617524 D 20220104215253   000000000977586.75BAHT   BAL000000075651315.75 TYPE-DE.
44002617524 D 20220104222029   000000000569917.25BAHT   BAL000000076221233.00 TYPE-DE.
44002617524 D 20220104223800   000000000978438.75BAHT   BAL000000077199671.75 TYPE-DE.
44002617524 D 20220104224920   000000000658217.00BAHT   BAL000000077857888.75 TYPE-DE.
44002617524 D 20220104230752   000000000468852.50BAHT   BAL000000078326741.25 TYPE-DE.
44002617524 D 20220104233535   000000000618316.75BAHT   BAL000000078945058.00 TYPE-DE.
44002617524 D 20220104234911   000000000238451.75BAHT   BAL000000079183509.75 TYPE-DE.
44002617524 D 20220104235218   000000000380940.50BAHT   BAL000000079564450.25 TYPE-DE.
44002617524 D 20220105001648   000000000733132.00BAHT   BAL000000080297582.25 TYPE-DE.
44002617524 D 20220105004245   000000000929650.50BAHT   BAL000000081227232.75 TYPE-DE.
44002617524 D 20220105010603   000000000483669.75BAHT   BAL000000081710902.50 TYPE-DE.
44002617524 T 20220101064928   000000000000153.00BAHT   BAL000000081711055.50 FROM85614200688.
44002617524 T 20220101102139   000000000000159.75BAHT   BAL000000081711215.25 FROM85614200688.
44002617524 T 20220101130014   000000000000180.00BAHT   BAL000000081711395.25 FROM85614200688.
44002617524 T 20220101134624   000000000000170.50BAHT   BAL000000081711565.75 FROM85614200688.
44002617524 T 20220101202136   000000000000117.50BAHT   BAL000000081711683.25 FROM85614200688.
44002617524 T 20220101214826   000000000000109.50BAHT   BAL000000081711792.75 FROM85614200688.
44002617524 T 20220101231711   000000000000174.00BAHT   BAL000000081711966.75 FROM85614200688.
44002617524 T 20220102001636   000000000000173.25BAHT   BAL000000081712140.00 FROM85614200688.
44002617524 T 20220102012447   000000000000156.50BAHT   BAL000000081712296.50 FROM85614200688.
44002617524 T 20220102042710   000000000000193.75BAHT   BAL000000081712490.25 FROM85614200688.
44002617524 T 20220102070326   000000000000153.50BAHT   BAL000000081712643.75 FROM85614200688.
44002617524 T 20220103011717   000000000000144.50BAHT   BAL000000081712788.25 FROM85614200688.
44002617524 T 20220103085721   000000000000113.50BAHT   BAL000000081712901.75 FROM85614200688.
44002617524 T 20220103114710   000000000000180.75BAHT   BAL000000081713082.50 FROM85614200688.
44002617524 T 20220104004554   000000000000171.75BAHT   BAL000000081713254.25 FROM85614200688.
44002617524 T 20220104033811   000000000000150.25BAHT   BAL000000081713404.50 FROM85614200688.
44002617524 T 20220104042358   000000000000151.75BAHT   BAL000000081713556.25 FROM85614200688.
44002617524 T 20220104045716   000000000000169.00BAHT   BAL000000081713725.25 FROM85614200688.
44002617524 T 20220104052334   000000000000110.25BAHT   BAL000000081713835.50 FROM85614200688.
44002617524 T 20220101040945   000000000000190.75BAHT   BAL000000081714026.25 FROM11870049832.
44002617524 T 20220101090034   000000000000142.25BAHT   BAL000000081714168.50 FROM11870049832.
44002617524 T 20220101094221   000000000000188.25BAHT   BAL000000081714356.75 FROM11870049832.
44002617524 T 20220102025310   000000000000149.25BAHT   BAL000000081714506.00 FROM11870049832.
44002617524 T 20220102054604   000000000000103.50BAHT   BAL000000081714609.50 FROM11870049832.
44002617524 T 20220102101512   000000000000160.50BAHT   BAL000000081714770.00 FROM11870049832.
44002617524 T 20220102141647   000000000000124.25BAHT   BAL000000081714894.25 FROM11870049832.
44002617524 T 20220102162230   000000000000103.00BAHT   BAL000000081714997.25 FROM11870049832.
44002617524 T 20220102215156   000000000000125.75BAHT   BAL000000081715123.00 FROM11870049832.
44002617524 T 20220103035944   000000000000160.75BAHT   BAL000000081715283.75 FROM11870049832.
44002617524 T 20220103061624   000000000000151.50BAHT   BAL000000081715435.25 FROM11870049832.
44002617524 T 20220103074736   000000000000179.50BAHT   BAL000000081715614.75 FROM11870049832.
44002617524 T 20220103120500   000000000000114.50BAHT   BAL000000081715729.25 FROM11870049832.
44002617524 T 20220103125215   000000000000134.50BAHT   BAL000000081715863.75 FROM11870049832.
44002617524 T 20220103132623   000000000000144.25BAHT   BAL000000081716008.00 FROM11870049832.
44002617524 T 20220103143451   000000000000106.00BAHT   BAL000000081716114.00 FROM11870049832.
44002617524 T 20220103145005   000000000000179.50BAHT   BAL000000081716293.50 FROM11870049832.
44002617524 T 20220103181630   000000000000144.25BAHT   BAL000000081716437.75 FROM11870049832.
44002617524 T 20220103191505   000000000000192.50BAHT   BAL000000081716630.25 FROM11870049832.
44002617524 T 20220103201840   000000000000141.00BAHT   BAL000000081716771.25 FROM11870049832.
44002617524 T 20220101121047   000000000000110.50BAHT   BAL000000081716881.75 FROM01133011122.
44002617524 T 20220101141806   000000000000154.25BAHT   BAL000000081717036.00 FROM01133011122.
44002617524 T 20220101211529   000000000000130.00BAHT   BAL000000081717166.00 FROM01133011122.
44002617524 T 20220102003811   000000000000192.75BAHT   BAL000000081717358.75 FROM01133011122.
44002617524 T 20220102103916   000000000000159.75BAHT   BAL000000081717518.50 FROM01133011122.
44002617524 T 20220102192941   000000000000177.50BAHT   BAL000000081717696.00 FROM01133011122.
44002617524 T 20220103012626   000000000000195.50BAHT   BAL000000081717891.50 FROM01133011122.
44002617524 T 20220103053043   000000000000181.50BAHT   BAL000000081718073.00 FROM01133011122.
44002617524 T 20220103054558   000000000000152.50BAHT   BAL000000081718225.50 FROM01133011122.
44002617524 T 20220103055714   000000000000187.00BAHT   BAL000000081718412.50 FROM01133011122.
44002617524 T 20220103063306   000000000000163.00BAHT   BAL000000081718575.50 FROM01133011122.
44002617524 T 20220103072441   000000000000112.50BAHT   BAL000000081718688.00 FROM01133011122.
44002617524 T 20220103082302   000000000000194.25BAHT   BAL000000081718882.25 FROM01133011122.
44002617524 T 20220103083704   000000000000199.50BAHT   BAL000000081719081.75 FROM01133011122.
44002617524 T 20220103090247   000000000000167.75BAHT   BAL000000081719249.50 FROM01133011122.
44002617524 T 20220103100209   000000000000104.25BAHT   BAL000000081719353.75 FROM01133011122.
44002617524 T 20220103104103   000000000000132.00BAHT   BAL000000081719485.75 FROM01133011122.
44002617524 T 20220103130251   000000000000178.25BAHT   BAL000000081719664.00 FROM01133011122.
44002617524 T 20220103134130   000000000000102.75BAHT   BAL000000081719766.75 FROM01133011122.
44002617524 T 20220103141528   000000000000152.00BAHT   BAL000000081719918.75 FROM01133011122.
44002617524 T 20220103224446   000000000000161.75BAHT   BAL000000081720080.50 FROM01133011122.
44002617524 T 20220104022752   000000000000169.00BAHT   BAL000000081720249.50 FROM01133011122.
44002617524 T 20220104024513   000000000000123.50BAHT   BAL000000081720373.00 FROM01133011122.
44002617524 T 20220104033139   000000000000190.00BAHT   BAL000000081720563.00 FROM01133011122.
44002617524 T 20220104073519   000000000000144.25BAHT   BAL000000081720707.25 FROM01133011122.
44002617524 T 20220104075720   000000000000165.00BAHT   BAL000000081720872.25 FROM01133011122.
44002617524 T 20220101005153   000000000000172.25BAHT   BAL000000081721044.50 FROM10803011297.
44002617524 T 20220101013712   000000000000110.25BAHT   BAL000000081721154.75 FROM10803011297.
44002617524 T 20220101050503   000000000000102.50BAHT   BAL000000081721257.25 FROM10803011297.
44002617524 T 20220101105252   000000000000175.00BAHT   BAL000000081721432.25 FROM10803011297.
44002617524 T 20220101112628   000000000000136.75BAHT   BAL000000081721569.00 FROM10803011297.
44002617524 T 20220101112910   000000000000142.00BAHT   BAL000000081721711.00 FROM10803011297.
44002617524 T 20220101181036   000000000000137.00BAHT   BAL000000081721848.00 FROM10803011297.
44002617524 T 20220101194649   000000000000107.00BAHT   BAL000000081721955.00 FROM10803011297.
44002617524 T 20220101223957   000000000000111.75BAHT   BAL000000081722066.75 FROM10803011297.
44002617524 T 20220102043142   000000000000185.25BAHT   BAL000000081722252.00 FROM10803011297.
44002617524 T 20220102073457   000000000000179.75BAHT   BAL000000081722431.75 FROM10803011297.
44002617524 T 20220102194958   000000000000110.25BAHT   BAL000000081722542.00 FROM10803011297.
44002617524 T 20220103005743   000000000000188.00BAHT   BAL000000081722730.00 FROM10803011297.
44002617524 T 20220103012200   000000000000131.50BAHT   BAL000000081722861.50 FROM10803011297.
44002617524 T 20220103053447   000000000000187.25BAHT   BAL000000081723048.75 FROM10803011297.
44002617524 T 20220103130702   000000000000173.75BAHT   BAL000000081723222.50 FROM10803011297.
44002617524 T 20220103152318   000000000000160.00BAHT   BAL000000081723382.50 FROM10803011297.
44002617524 T 20220103183147   000000000000189.50BAHT   BAL000000081723572.00 FROM10803011297.
44002617524 T 20220103185219   000000000000164.75BAHT   BAL000000081723736.75 FROM10803011297.
44002617524 T 20220103192246   000000000000105.25BAHT   BAL000000081723842.00 FROM10803011297.
44002617524 T 20220103213422   000000000000111.25BAHT   BAL000000081723953.25 FROM10803011297.
44002617524 T 20220103215935   000000000000136.75BAHT   BAL000000081724090.00 FROM10803011297.
44002617524 T 20220104012320   000000000000181.00BAHT   BAL000000081724271.00 FROM10803011297.
