10803011297 I 20220101000000   000000003383622.75BAHT   BAL000000003383622.75 INITIAL.
10803011297 W 20220102225146   000000000000126.75BAHT   BAL000000031536493.50 .
10803011297 T 20220102231803   000000000000124.25BAHT   BAL000000031536369.25 TO85614200688.
10803011297 W 20220102233252   000000000000156.75BAHT   BAL000000031536212.50 .
10803011297 D 20220102234338   000000000136123.00BAHT   BAL000000031672335.50 TYPE-DE.
10803011297 W 20220102235325   000000000000101.50BAHT   BAL000000031672234.00 .
10803011297 D 20220103001028   000000000154002.75BAHT   BAL000000031826236.75 TYPE-DE.
10803011297 W 20220103001427   000000000000191.50BAHT   BAL000000031826045.25 .
10803011297 D 20220103002221   000000000912076.00BAHT   BAL000000032738121.25 TYPE-DE.
10803011297 W 20220103002402   000000000000142.00BAHT   BAL000000032737979.25 .
10803011297 T 20220103003533   000000000000186.50BAHT   BAL000000032737792.75 TO44088673004.
10803011297 T 20220103005743   000000000000188.00BAHT   BAL000000032737604.75 TO44002617524.
10803011297 D 20220103010012   000000000130877.25BAHT   BAL000000032868482.00 TYPE-DE.
10803011297 T 20220103012200   000000000000131.50BAHT   BAL000000032868350.50 TO44002617524.
10803011297 D 20220103012843   000000000897408.50BAHT   BAL000000033765759.00 TYPE-DE.
10803011297 D 20220103015126   000000000934343.00BAHT   BAL000000034700102.00 TYPE-DE.
10803011297 W 20220103021050   000000000000130.25BAHT   BAL000000034699971.75 .
10803011297 W 20220103023522   000000000000168.75BAHT   BAL000000034699803.00 .
10803011297 D 20220103023754   000000000991551.50BAHT   BAL000000035691354.50 TYPE-DE.
10803011297 T 20220103025012   000000000000180.25BAHT   BAL000000035691174.25 TO01133011122.
10803011297 D 20220103031404   000000000308774.75BAHT   BAL000000035999949.00 TYPE-DE.
10803011297 D 20220103033732   000000000288588.00BAHT   BAL000000036288537.00 TYPE-DE.
10803011297 T 20220103035203   000000000000145.50BAHT   BAL000000036288391.50 TO00010115943.
10803011297 W 20220103040724   000000000000165.75BAHT   BAL000000036288225.75 .
10803011297 D 20220103042002   000000000110538.25BAHT   BAL000000036398764.00 TYPE-DE.
10803011297 W 20220103042109   000000000000128.75BAHT   BAL000000036398635.25 .
10803011297 D 20220103043741   000000000761649.00BAHT   BAL000000037160284.25 TYPE-DE.
10803011297 T 20220103044722   000000000000151.25BAHT   BAL000000037160133.00 TO00010115943.
10803011297 W 20220103044744   000000000000160.25BAHT   BAL000000037159972.75 .
10803011297 W 20220103044803   000000000000169.00BAHT   BAL000000037159803.75 .
10803011297 W 20220103045049   000000000000153.75BAHT   BAL000000037159650.00 .
10803011297 T 20220103050327   000000000000107.25BAHT   BAL000000037159542.75 TO44088673004.
10803011297 T 20220103050824   000000000000183.50BAHT   BAL000000037159359.25 TO44088673004.
10803011297 D 20220103051507   000000000701991.00BAHT   BAL000000037861350.25 TYPE-DE.
10803011297 T 20220103053447   000000000000187.25BAHT   BAL000000037861163.00 TO44002617524.
10803011297 D 20220103053949   000000000046955.50BAHT   BAL000000037908118.50 TYPE-DE.
10803011297 T 20220103060603   000000000000125.50BAHT   BAL000000037907993.00 TO44088673004.
10803011297 D 20220103060636   000000000501781.25BAHT   BAL000000038409774.25 TYPE-DE.
10803011297 T 20220103062344   000000000000149.00BAHT   BAL000000038409625.25 TO44088673004.
10803011297 D 20220103065152   000000000124966.75BAHT   BAL000000038534592.00 TYPE-DE.
10803011297 W 20220103065207   000000000000189.25BAHT   BAL000000038534402.75 .
10803011297 D 20220103065909   000000000510506.25BAHT   BAL000000039044909.00 TYPE-DE.
10803011297 D 20220103072740   000000000486327.75BAHT   BAL000000039531236.75 TYPE-DE.
10803011297 D 20220103073236   000000000753640.50BAHT   BAL000000040284877.25 TYPE-DE.
10803011297 D 20220103075051   000000000202996.25BAHT   BAL000000040487873.50 TYPE-DE.
10803011297 T 20220103075239   000000000000178.00BAHT   BAL000000040487695.50 TO85614200688.
10803011297 T 20220103081542   000000000000178.50BAHT   BAL000000040487517.00 TO44088673004.
10803011297 W 20220103083543   000000000000131.75BAHT   BAL000000040487385.25 .
10803011297 D 20220103085014   000000000849774.75BAHT   BAL000000041337160.00 TYPE-DE.
10803011297 W 20220103091622   000000000000154.50BAHT   BAL000000041337005.50 .
10803011297 T 20220103093052   000000000000119.00BAHT   BAL000000041336886.50 TO11870049832.
10803011297 W 20220103093232   000000000000188.00BAHT   BAL000000041336698.50 .
10803011297 D 20220103093642   000000000679035.75BAHT   BAL000000042015734.25 TYPE-DE.
10803011297 D 20220103094055   000000000806712.00BAHT   BAL000000042822446.25 TYPE-DE.
10803011297 D 20220103095357   000000000763333.50BAHT   BAL000000043585779.75 TYPE-DE.
10803011297 T 20220103100140   000000000000105.75BAHT   BAL000000043585674.00 TO11870049832.
10803011297 D 20220103102452   000000000690291.25BAHT   BAL000000044275965.25 TYPE-DE.
10803011297 T 20220103103423   000000000000153.25BAHT   BAL000000044275812.00 TO85614200688.
10803011297 D 20220103105317   000000000389417.75BAHT   BAL000000044665229.75 TYPE-DE.
10803011297 T 20220103112003   000000000000137.25BAHT   BAL000000044665092.50 TO11870049832.
10803011297 T 20220103114445   000000000000122.00BAHT   BAL000000044664970.50 TO44088673004.
10803011297 D 20220103120747   000000000825172.00BAHT   BAL000000045490142.50 TYPE-DE.
10803011297 T 20220103122226   000000000000171.75BAHT   BAL000000045489970.75 TO44088673004.
10803011297 D 20220103123930   000000000256256.00BAHT   BAL000000045746226.75 TYPE-DE.
10803011297 D 20220103124727   000000000826858.25BAHT   BAL000000046573085.00 TYPE-DE.
10803011297 T 20220103130702   000000000000173.75BAHT   BAL000000046572911.25 TO44002617524.
10803011297 T 20220103131101   000000000000108.75BAHT   BAL000000046572802.50 TO01133011122.
10803011297 T 20220103133449   000000000000104.25BAHT   BAL000000046572698.25 TO85614200688.
10803011297 D 20220103134654   000000000133215.00BAHT   BAL000000046705913.25 TYPE-DE.
10803011297 T 20220103135448   000000000000126.50BAHT   BAL000000046705786.75 TO44088673004.
10803011297 T 20220103140530   000000000000181.75BAHT   BAL000000046705605.00 TO44088673004.
10803011297 D 20220103142652   000000000589341.00BAHT   BAL000000047294946.00 TYPE-DE.
10803011297 T 20220103145314   000000000000120.50BAHT   BAL000000047294825.50 TO11870049832.
10803011297 D 20220103151948   000000000663137.50BAHT   BAL000000047957963.00 TYPE-DE.
10803011297 T 20220103152318   000000000000160.00BAHT   BAL000000047957803.00 TO44002617524.
10803011297 T 20220103154531   000000000000102.25BAHT   BAL000000047957700.75 TO01133011122.
10803011297 T 20220103161202   000000000000159.75BAHT   BAL000000047957541.00 TO44088673004.
10803011297 T 20220103164053   000000000000196.25BAHT   BAL000000047957344.75 TO00010115943.
10803011297 T 20220103170705   000000000000161.50BAHT   BAL000000047957183.25 TO01133011122.
10803011297 T 20220103171220   000000000000194.50BAHT   BAL000000047956988.75 TO00010115943.
10803011297 T 20220103171727   000000000000200.50BAHT   BAL000000047956788.25 TO00010115943.
10803011297 T 20220103174021   000000000000167.75BAHT   BAL000000047956620.50 TO00010115943.
10803011297 T 20220103175537   000000000000130.25BAHT   BAL000000047956490.25 TO44088673004.
10803011297 T 20220103181041   000000000000160.75BAHT   BAL000000047956329.50 TO44088673004.
10803011297 T 20220103183147   000000000000189.50BAHT   BAL000000047956140.00 TO44002617524.
10803011297 T 20220103185219   000000000000164.75BAHT   BAL000000047955975.25 TO44002617524.
10803011297 T 20220103185808   000000000000129.00BAHT   BAL000000047955846.25 TO85614200688.
10803011297 T 20220103192246   000000000000105.25BAHT   BAL000000047955741.00 TO44002617524.
10803011297 T 20220103193440   000000000000175.50BAHT   BAL000000047955565.50 TO00010115943.
10803011297 T 20220103193623   000000000000138.75BAHT   BAL000000047955426.75 TO00010115943.
10803011297 T 20220103195758   000000000000150.75BAHT   BAL000000047955276.00 TO01133011122.
10803011297 T 20220103202452   000000000000140.00BAHT   BAL000000047955136.00 TO01133011122.
10803011297 T 20220103202732   000000000000161.25BAHT   BAL000000047954974.75 TO85614200688.
10803011297 T 20220103203717   000000000000113.25BAHT   BAL000000047954861.50 TO44088673004.
10803011297 T 20220103205908   000000000000201.50BAHT   BAL000000047954660.00 TO01133011122.
10803011297 T 20220103210939   000000000000182.50BAHT   BAL000000047954477.50 TO44088673004.
10803011297 T 20220103212044   000000000000154.25BAHT   BAL000000047954323.25 TO01133011122.
10803011297 T 20220103213422   000000000000111.25BAHT   BAL000000047954212.00 TO44002617524.
10803011297 T 20220103215935   000000000000136.75BAHT   BAL000000047954075.25 TO44002617524.
10803011297 T 20220103220016   000000000000119.75BAHT   BAL000000047953955.50 TO00010115943.
10803011297 T 20220103220155   000000000000181.25BAHT   BAL000000047953774.25 TO01133011122.
10803011297 T 20220103222114   000000000000201.75BAHT   BAL000000047953572.50 TO44088673004.
10803011297 T 20220103224633   000000000000196.00BAHT   BAL000000047953376.50 TO44088673004.
10803011297 T 20220103231234   000000000000101.25BAHT   BAL000000047953275.25 TO85614200688.
10803011297 T 20220103232927   000000000000182.75BAHT   BAL000000047953092.50 TO01133011122.
10803011297 T 20220103233547   000000000000113.00BAHT   BAL000000047952979.50 TO01133011122.
10803011297 T 20220103233632   000000000000181.25BAHT   BAL000000047952798.25 TO01133011122.
10803011297 T 20220103233817   000000000000155.25BAHT   BAL000000047952643.00 TO11870049832.
10803011297 T 20220103234157   000000000000103.25BAHT   BAL000000047952539.75 TO44088673004.
10803011297 T 20220103235419   000000000000154.25BAHT   BAL000000047952385.50 TO44088673004.
10803011297 T 20220104000417   000000000000107.50BAHT   BAL000000047952278.00 TO01133011122.
10803011297 T 20220104001938   000000000000147.00BAHT   BAL000000047952131.00 TO85614200688.
10803011297 T 20220104004443   000000000000106.00BAHT   BAL000000047952025.00 TO44088673004.
10803011297 T 20220104010632   000000000000181.75BAHT   BAL000000047951843.25 TO11870049832.
10803011297 T 20220104011229   000000000000181.00BAHT   BAL000000047951662.25 TO85614200688.
10803011297 T 20220104011634   000000000000182.75BAHT   BAL000000047951479.50 TO85614200688.
10803011297 T 20220104011945   000000000000161.00BAHT   BAL000000047951318.50 TO01133011122.
10803011297 T 20220104012320   000000000000181.00BAHT   BAL000000047951137.50 TO44002617524.
10803011297 T 20220104015233   000000000000162.25BAHT   BAL000000047950975.25 TO00010115943.
