01133011122 I 20220101000000   000000005662878.50BAHT   BAL000000005662878.50 INITIAL.
01133011122 T 20220103004334   000000000000195.00BAHT   BAL000000054254365.00 TO00010115943.
01133011122 T 20220103011249   000000000000101.50BAHT   BAL000000054254263.50 TO00010115943.
01133011122 T 20220103012626   000000000000195.50BAHT   BAL000000054254068.00 TO44002617524.
01133011122 D 20220103012947   000000000489531.50BAHT   BAL000000054743599.50 TYPE-DE.
01133011122 T 20220103014504   000000000000106.50BAHT   BAL000000054743493.00 TO11870049832.
01133011122 D 20220103020309   000000000923320.50BAHT   BAL000000055666813.50 TYPE-DE.
01133011122 D 20220103023228   000000000020714.75BAHT   BAL000000055687528.25 TYPE-DE.
01133011122 D 20220103024217   000000000059821.25BAHT   BAL000000055747349.50 TYPE-DE.
01133011122 D 20220103025301   000000000089284.25BAHT   BAL000000055836633.75 TYPE-DE.
01133011122 T 20220103030541   000000000000100.75BAHT   BAL000000055836533.00 TO11870049832.
01133011122 T 20220103032638   000000000000131.75BAHT   BAL000000055836401.25 TO44088673004.
01133011122 D 20220103033836   000000000374930.50BAHT   BAL000000056211331.75 TYPE-DE.
01133011122 T 20220103034435   000000000000142.50BAHT   BAL000000056211189.25 TO00010115943.
01133011122 D 20220103035718   000000000590712.50BAHT   BAL000000056801901.75 TYPE-DE.
01133011122 T 20220103042011   000000000000116.50BAHT   BAL000000056801785.25 TO11870049832.
01133011122 T 20220103043627   000000000000103.75BAHT   BAL000000056801681.50 TO10803011297.
01133011122 T 20220103044544   000000000000123.25BAHT   BAL000000056801558.25 TO44088673004.
01133011122 T 20220103045947   000000000000169.75BAHT   BAL000000056801388.50 TO85614200688.
01133011122 D 20220103052855   000000000091971.75BAHT   BAL000000056893360.25 TYPE-DE.
01133011122 T 20220103053043   000000000000181.50BAHT   BAL000000056893178.75 TO44002617524.
01133011122 T 20220103054558   000000000000152.50BAHT   BAL000000056893026.25 TO44002617524.
01133011122 D 20220103055146   000000000335845.50BAHT   BAL000000057228871.75 TYPE-DE.
01133011122 T 20220103055714   000000000000187.00BAHT   BAL000000057228684.75 TO44002617524.
01133011122 D 20220103060139   000000000492953.00BAHT   BAL000000057721637.75 TYPE-DE.
01133011122 T 20220103060450   000000000000141.50BAHT   BAL000000057721496.25 TO44088673004.
01133011122 T 20220103063306   000000000000163.00BAHT   BAL000000057721333.25 TO44002617524.
01133011122 T 20220103065639   000000000000171.75BAHT   BAL000000057721161.50 TO44088673004.
01133011122 T 20220103070637   000000000000166.00BAHT   BAL000000057720995.50 TO00010115943.
01133011122 T 20220103072441   000000000000112.50BAHT   BAL000000057720883.00 TO44002617524.
01133011122 T 20220103075311   000000000000102.25BAHT   BAL000000057720780.75 TO11870049832.
01133011122 T 20220103081632   000000000000154.25BAHT   BAL000000057720626.50 TO10803011297.
01133011122 T 20220103082302   000000000000194.25BAHT   BAL000000057720432.25 TO44002617524.
01133011122 T 20220103083338   000000000000134.75BAHT   BAL000000057720297.50 TO00010115943.
01133011122 T 20220103083415   000000000000129.75BAHT   BAL000000057720167.75 TO44088673004.
01133011122 T 20220103083650   000000000000148.50BAHT   BAL000000057720019.25 TO00010115943.
01133011122 T 20220103083704   000000000000199.50BAHT   BAL000000057719819.75 TO44002617524.
01133011122 T 20220103085420   000000000000111.50BAHT   BAL000000057719708.25 TO10803011297.
01133011122 T 20220103090247   000000000000167.75BAHT   BAL000000057719540.50 TO44002617524.
01133011122 T 20220103092404   000000000000133.00BAHT   BAL000000057719407.50 TO11870049832.
01133011122 T 20220103095114   000000000000178.50BAHT   BAL000000057719229.00 TO00010115943.
01133011122 T 20220103100209   000000000000104.25BAHT   BAL000000057719124.75 TO44002617524.
01133011122 T 20220103100800   000000000000144.25BAHT   BAL000000057718980.50 TO85614200688.
01133011122 T 20220103102034   000000000000115.50BAHT   BAL000000057718865.00 TO11870049832.
01133011122 T 20220103104103   000000000000132.00BAHT   BAL000000057718733.00 TO44002617524.
01133011122 T 20220103104914   000000000000107.75BAHT   BAL000000057718625.25 TO10803011297.
01133011122 T 20220103110236   000000000000148.75BAHT   BAL000000057718476.50 TO00010115943.
01133011122 T 20220103110618   000000000000147.25BAHT   BAL000000057718329.25 TO11870049832.
01133011122 T 20220103110636   000000000000176.00BAHT   BAL000000057718153.25 TO10803011297.
01133011122 T 20220103112858   000000000000148.50BAHT   BAL000000057718004.75 TO44088673004.
01133011122 T 20220103114351   000000000000165.50BAHT   BAL000000057717839.25 TO85614200688.
01133011122 T 20220103114507   000000000000153.25BAHT   BAL000000057717686.00 TO85614200688.
01133011122 T 20220103121248   000000000000189.00BAHT   BAL000000057717497.00 TO44088673004.
01133011122 T 20220103122233   000000000000168.00BAHT   BAL000000057717329.00 TO10803011297.
01133011122 T 20220103122459   000000000000120.00BAHT   BAL000000057717209.00 TO11870049832.
01133011122 T 20220103123330   000000000000117.25BAHT   BAL000000057717091.75 TO11870049832.
01133011122 T 20220103123424   000000000000125.50BAHT   BAL000000057716966.25 TO00010115943.
01133011122 T 20220103130251   000000000000178.25BAHT   BAL000000057716788.00 TO44002617524.
01133011122 T 20220103131141   000000000000152.50BAHT   BAL000000057716635.50 TO44088673004.
01133011122 T 20220103134127   000000000000175.00BAHT   BAL000000057716460.50 TO10803011297.
01133011122 T 20220103134130   000000000000102.75BAHT   BAL000000057716357.75 TO44002617524.
01133011122 T 20220103134650   000000000000194.00BAHT   BAL000000057716163.75 TO10803011297.
01133011122 T 20220103141528   000000000000152.00BAHT   BAL000000057716011.75 TO44002617524.
01133011122 T 20220103144303   000000000000168.75BAHT   BAL000000057715843.00 TO11870049832.
01133011122 T 20220103150703   000000000000164.75BAHT   BAL000000057715678.25 TO10803011297.
01133011122 T 20220103152730   000000000000117.25BAHT   BAL000000057715561.00 TO44088673004.
01133011122 T 20220103155528   000000000000160.50BAHT   BAL000000057715400.50 TO85614200688.
01133011122 T 20220103160604   000000000000114.75BAHT   BAL000000057715285.75 TO44088673004.
01133011122 T 20220103162646   000000000000160.75BAHT   BAL000000057715125.00 TO00010115943.
01133011122 T 20220103165444   000000000000133.75BAHT   BAL000000057714991.25 TO00010115943.
01133011122 T 20220103171237   000000000000122.25BAHT   BAL000000057714869.00 TO00010115943.
01133011122 T 20220103174112   000000000000140.75BAHT   BAL000000057714728.25 TO85614200688.
01133011122 T 20220103175549   000000000000145.50BAHT   BAL000000057714582.75 TO00010115943.
01133011122 T 20220103182543   000000000000177.50BAHT   BAL000000057714405.25 TO85614200688.
01133011122 T 20220103185505   000000000000133.00BAHT   BAL000000057714272.25 TO10803011297.
01133011122 T 20220103190817   000000000000183.75BAHT   BAL000000057714088.50 TO85614200688.
01133011122 T 20220103191741   000000000000114.75BAHT   BAL000000057713973.75 TO11870049832.
01133011122 T 20220103194553   000000000000156.25BAHT   BAL000000057713817.50 TO11870049832.
01133011122 T 20220103195810   000000000000125.25BAHT   BAL000000057713692.25 TO11870049832.
01133011122 T 20220103200326   000000000000180.75BAHT   BAL000000057713511.50 TO85614200688.
01133011122 T 20220103200853   000000000000139.50BAHT   BAL000000057713372.00 TO00010115943.
01133011122 T 20220103201149   000000000000123.25BAHT   BAL000000057713248.75 TO10803011297.
01133011122 T 20220103203613   000000000000153.75BAHT   BAL000000057713095.00 TO85614200688.
01133011122 T 20220103210129   000000000000110.25BAHT   BAL000000057712984.75 TO10803011297.
01133011122 T 20220103212128   000000000000123.50BAHT   BAL000000057712861.25 TO11870049832.
01133011122 T 20220103215123   000000000000163.75BAHT   BAL000000057712697.50 TO44088673004.
01133011122 T 20220103220133   000000000000181.00BAHT   BAL000000057712516.50 TO44088673004.
01133011122 T 20220103223041   000000000000120.25BAHT   BAL000000057712396.25 TO85614200688.
01133011122 T 20220103223157   000000000000200.00BAHT   BAL000000057712196.25 TO00010115943.
01133011122 T 20220103224446   000000000000161.75BAHT   BAL000000057712034.50 TO44002617524.
01133011122 T 20220103231206   000000000000158.50BAHT   BAL000000057711876.00 TO00010115943.
01133011122 T 20220103233448   000000000000167.25BAHT   BAL000000057711708.75 TO00010115943.
01133011122 T 20220103234441   000000000000146.50BAHT   BAL000000057711562.25 TO44088673004.
01133011122 T 20220104001318   000000000000148.50BAHT   BAL000000057711413.75 TO44088673004.
01133011122 T 20220104001351   000000000000121.00BAHT   BAL000000057711292.75 TO44088673004.
01133011122 T 20220104004231   000000000000179.75BAHT   BAL000000057711113.00 TO85614200688.
01133011122 T 20220104010505   000000000000147.25BAHT   BAL000000057710965.75 TO10803011297.
01133011122 T 20220104013250   000000000000105.75BAHT   BAL000000057710860.00 TO11870049832.
01133011122 T 20220104014317   000000000000108.75BAHT   BAL000000057710751.25 TO85614200688.
01133011122 T 20220104015441   000000000000181.00BAHT   BAL000000057710570.25 TO10803011297.
01133011122 T 20220104015851   000000000000119.25BAHT   BAL000000057710451.00 TO85614200688.
01133011122 T 20220104020826   000000000000165.75BAHT   BAL000000057710285.25 TO11870049832.
01133011122 T 20220104020836   000000000000168.50BAHT   BAL000000057710116.75 TO85614200688.
01133011122 T 20220104021353   000000000000194.00BAHT   BAL000000057709922.75 TO44088673004.
01133011122 T 20220104022752   000000000000169.00BAHT   BAL000000057709753.75 TO44002617524.
01133011122 T 20220104024513   000000000000123.50BAHT   BAL000000057709630.25 TO44002617524.
01133011122 T 20220104031315   000000000000109.50BAHT   BAL000000057709520.75 TO11870049832.
01133011122 T 20220104033139   000000000000190.00BAHT   BAL000000057709330.75 TO44002617524.
01133011122 T 20220104035915   000000000000159.50BAHT   BAL000000057709171.25 TO10803011297.
01133011122 T 20220104040735   000000000000164.50BAHT   BAL000000057709006.75 TO00010115943.
01133011122 T 20220104042944   000000000000173.25BAHT   BAL000000057708833.50 TO44088673004.
01133011122 T 20220104043939   000000000000191.00BAHT   BAL000000057708642.50 TO44088673004.
01133011122 T 20220104045710   000000000000182.50BAHT   BAL000000057708460.00 TO44088673004.
01133011122 T 20220104050240   000000000000192.75BAHT   BAL000000057708267.25 TO10803011297.
01133011122 T 20220104052527   000000000000167.75BAHT   BAL000000057708099.50 TO10803011297.
01133011122 T 20220104053029   000000000000143.25BAHT   BAL000000057707956.25 TO85614200688.
01133011122 T 20220104053312   000000000000138.75BAHT   BAL000000057707817.50 TO00010115943.
01133011122 T 20220104060049   000000000000159.25BAHT   BAL000000057707658.25 TO44088673004.
01133011122 T 20220104061205   000000000000193.00BAHT   BAL000000057707465.25 TO11870049832.
01133011122 T 20220104063809   000000000000165.25BAHT   BAL000000057707300.00 TO10803011297.
01133011122 T 20220104064827   000000000000192.50BAHT   BAL000000057707107.50 TO10803011297.
01133011122 T 20220104070610   000000000000186.50BAHT   BAL000000057706921.00 TO44088673004.
01133011122 T 20220104070750   000000000000189.00BAHT   BAL000000057706732.00 TO00010115943.
01133011122 T 20220104071552   000000000000157.25BAHT   BAL000000057706574.75 TO00010115943.
01133011122 T 20220104073519   000000000000144.25BAHT   BAL000000057706430.50 TO44002617524.
01133011122 T 20220104075720   000000000000165.00BAHT   BAL000000057706265.50 TO44002617524.
01133011122 T 20220104080050   000000000000160.75BAHT   BAL000000057706104.75 TO85614200688.
01133011122 T 20220104081135   000000000000199.75BAHT   BAL000000057705905.00 TO85614200688.
01133011122 T 20220104082802   000000000000100.75BAHT   BAL000000057705804.25 TO10803011297.
01133011122 T 20220104083022   000000000000145.75BAHT   BAL000000057705658.50 TO00010115943.
01133011122 T 20220104084948   000000000000124.25BAHT   BAL000000057705534.25 TO00010115943.
01133011122 T 20220104085331   000000000000189.25BAHT   BAL000000057705345.00 TO10803011297.
01133011122 T 20220104091542   000000000000191.75BAHT   BAL000000057705153.25 TO85614200688.
01133011122 T 20220104093951   000000000000177.50BAHT   BAL000000057704975.75 TO44088673004.
01133011122 T 20220104094024   000000000000175.50BAHT   BAL000000057704800.25 TO44088673004.
01133011122 T 20220104095529   000000000000181.75BAHT   BAL000000057704618.50 TO11870049832.
01133011122 T 20220104095721   000000000000117.50BAHT   BAL000000057704501.00 TO11870049832.
01133011122 T 20220101032706   000000000000137.25BAHT   BAL000000057704638.25 FROM10803011297.
01133011122 T 20220101134810   000000000000133.50BAHT   BAL000000057704771.75 FROM10803011297.
01133011122 T 20220101162417   000000000000195.25BAHT   BAL000000057704967.00 FROM10803011297.
01133011122 T 20220101174301   000000000000193.75BAHT   BAL000000057705160.75 FROM10803011297.
01133011122 T 20220101223136   000000000000110.25BAHT   BAL000000057705271.00 FROM10803011297.
01133011122 T 20220102042227   000000000000182.75BAHT   BAL000000057705453.75 FROM10803011297.
01133011122 T 20220102075732   000000000000112.00BAHT   BAL000000057705565.75 FROM10803011297.
01133011122 T 20220102130209   000000000000102.75BAHT   BAL000000057705668.50 FROM10803011297.
01133011122 T 20220103025012   000000000000180.25BAHT   BAL000000057705848.75 FROM10803011297.
01133011122 T 20220103131101   000000000000108.75BAHT   BAL000000057705957.50 FROM10803011297.
01133011122 T 20220103154531   000000000000102.25BAHT   BAL000000057706059.75 FROM10803011297.
01133011122 T 20220103170705   000000000000161.50BAHT   BAL000000057706221.25 FROM10803011297.
01133011122 T 20220103195758   000000000000150.75BAHT   BAL000000057706372.00 FROM10803011297.
01133011122 T 20220103202452   000000000000140.00BAHT   BAL000000057706512.00 FROM10803011297.
01133011122 T 20220103205908   000000000000201.50BAHT   BAL000000057706713.50 FROM10803011297.
01133011122 T 20220103212044   000000000000154.25BAHT   BAL000000057706867.75 FROM10803011297.
01133011122 T 20220103220155   000000000000181.25BAHT   BAL000000057707049.00 FROM10803011297.
01133011122 T 20220103232927   000000000000182.75BAHT   BAL000000057707231.75 FROM10803011297.
01133011122 T 20220103233547   000000000000113.00BAHT   BAL000000057707344.75 FROM10803011297.
01133011122 T 20220103233632   000000000000181.25BAHT   BAL000000057707526.00 FROM10803011297.
01133011122 T 20220104000417   000000000000107.50BAHT   BAL000000057707633.50 FROM10803011297.
01133011122 T 20220104011945   000000000000161.00BAHT   BAL000000057707794.50 FROM10803011297.
