00010115943 I 20220101000000   000000008044980.50BAHT   BAL000000008044980.50 INITIAL.
00010115943 T 20220104102414   000000000000106.00BAHT   BAL000000061293718.25 TO01133011122.
00010115943 T 20220104103506   000000000000145.25BAHT   BAL000000061293573.00 TO11870049832.
00010115943 T 20220104104823   000000000000121.50BAHT   BAL000000061293451.50 TO01133011122.
00010115943 T 20220104104842   000000000000150.00BAHT   BAL000000061293301.50 TO10803011297.
00010115943 T 20220104111210   000000000000180.00BAHT   BAL000000061293121.50 TO01133011122.
00010115943 T 20220104112307   000000000000157.25BAHT   BAL000000061292964.25 TO11870049832.
00010115943 T 20220104114833   000000000000166.75BAHT   BAL000000061292797.50 TO44002617524.
00010115943 T 20220104121140   000000000000134.50BAHT   BAL000000061292663.00 TO01133011122.
00010115943 T 20220104123310   000000000000142.00BAHT   BAL000000061292521.00 TO44088673004.
00010115943 T 20220104125017   000000000000141.25BAHT   BAL000000061292379.75 TO44088673004.
00010115943 T 20220104131234   000000000000126.25BAHT   BAL000000061292253.50 TO44088673004.
00010115943 T 20220104131407   000000000000153.75BAHT   BAL000000061292099.75 TO01133011122.
00010115943 T 20220104131826   000000000000105.25BAHT   BAL000000061291994.50 TO11870049832.
00010115943 T 20220104133449   000000000000154.25BAHT   BAL000000061291840.25 TO01133011122.
00010115943 T 20220104135856   000000000000175.75BAHT   BAL000000061291664.50 TO10803011297.
00010115943 T 20220104142623   000000000000162.50BAHT   BAL000000061291502.00 TO10803011297.
00010115943 T 20220104145456   000000000000106.75BAHT   BAL000000061291395.25 TO01133011122.
00010115943 T 20220104150743   000000000000106.00BAHT   BAL000000061291289.25 TO10803011297.
00010115943 T 20220104151939   000000000000195.25BAHT   BAL000000061291094.00 TO44088673004.
00010115943 T 20220104153624   000000000000122.25BAHT   BAL000000061290971.75 TO11870049832.
00010115943 T 20220104155443   000000000000106.25BAHT   BAL000000061290865.50 TO85614200688.
00010115943 T 20220104160931   000000000000154.75BAHT   BAL000000061290710.75 TO85614200688.
00010115943 T 20220104161224   000000000000177.25BAHT   BAL000000061290533.50 TO44002617524.
00010115943 T 20220104163259   000000000000200.00BAHT   BAL000000061290333.50 TO85614200688.
00010115943 T 20220104164023   000000000000129.00BAHT   BAL000000061290204.50 TO85614200688.
00010115943 T 20220104170753   000000000000181.75BAHT   BAL000000061290022.75 TO44088673004.
00010115943 T 20220104173525   000000000000137.00BAHT   BAL000000061289885.75 TO44088673004.
00010115943 T 20220104174926   000000000000119.00BAHT   BAL000000061289766.75 TO44002617524.
00010115943 T 20220104180722   000000000000127.25BAHT   BAL000000061289639.50 TO44002617524.
00010115943 T 20220104180902   000000000000200.00BAHT   BAL000000061289439.50 TO85614200688.
00010115943 T 20220104181304   000000000000120.75BAHT   BAL000000061289318.75 TO85614200688.
00010115943 T 20220104183710   000000000000162.25BAHT   BAL000000061289156.50 TO11870049832.
00010115943 T 20220104185009   000000000000138.50BAHT   BAL000000061289018.00 TO01133011122.
00010115943 T 20220104190101   000000000000103.50BAHT   BAL000000061288914.50 TO01133011122.
00010115943 T 20220104191542   000000000000147.25BAHT   BAL000000061288767.25 TO11870049832.
00010115943 T 20220104191859   000000000000113.75BAHT   BAL000000061288653.50 TO44002617524.
00010115943 T 20220104193801   000000000000185.50BAHT   BAL000000061288468.00 TO01133011122.
00010115943 T 20220104200254   000000000000151.00BAHT   BAL000000061288317.00 TO85614200688.
00010115943 T 20220104202757   000000000000138.50BAHT   BAL000000061288178.50 TO10803011297.
00010115943 T 20220104204937   000000000000133.50BAHT   BAL000000061288045.00 TO10803011297.
00010115943 T 20220104211806   000000000000186.50BAHT   BAL000000061287858.50 TO11870049832.
00010115943 T 20220104212527   000000000000150.00BAHT   BAL000000061287708.50 TO44088673004.
00010115943 T 20220104215118   000000000000177.75BAHT   BAL000000061287530.75 TO44002617524.
00010115943 T 20220104222108   000000000000108.25BAHT   BAL000000061287422.50 TO10803011297.
00010115943 T 20220104224841   000000000000101.75BAHT   BAL000000061287320.75 TO01133011122.
00010115943 T 20220104230115   000000000000114.25BAHT   BAL000000061287206.50 TO85614200688.
00010115943 T 20220104231903   000000000000139.00BAHT   BAL000000061287067.50 TO10803011297.
00010115943 T 20220104233340   000000000000192.00BAHT   BAL000000061286875.50 TO10803011297.
00010115943 T 20220104235122   000000000000144.75BAHT   BAL000000061286730.75 TO44002617524.
00010115943 T 20220105001727   000000000000136.50BAHT   BAL000000061286594.25 TO01133011122.
00010115943 T 20220105004039   000000000000201.00BAHT   BAL000000061286393.25 TO11870049832.
00010115943 T 20220105010949   000000000000163.00BAHT   BAL000000061286230.25 TO85614200688.
00010115943 T 20220105011224   000000000000160.00BAHT   BAL000000061286070.25 TO11870049832.
00010115943 T 20220105011532   000000000000108.75BAHT   BAL000000061285961.50 TO10803011297.
00010115943 T 20220105013124   000000000000178.75BAHT   BAL000000061285782.75 TO11870049832.
00010115943 T 20220105015827   000000000000174.50BAHT   BAL000000061285608.25 TO44088673004.
00010115943 T 20220105020517   000000000000171.50BAHT   BAL000000061285436.75 TO11870049832.
00010115943 T 20220105022319   000000000000123.75BAHT   BAL000000061285313.00 TO85614200688.
00010115943 T 20220105022646   000000000000154.25BAHT   BAL000000061285158.75 TO10803011297.
00010115943 T 20220105025321   000000000000164.50BAHT   BAL000000061284994.25 TO44002617524.
00010115943 T 20220105031006   000000000000150.75BAHT   BAL000000061284843.50 TO85614200688.
00010115943 T 20220105033834   000000000000177.75BAHT   BAL000000061284665.75 TO44002617524.
00010115943 T 20220105034141   000000000000182.00BAHT   BAL000000061284483.75 TO10803011297.
00010115943 T 20220105040215   000000000000112.75BAHT   BAL000000061284371.00 TO10803011297.
00010115943 T 20220105042421   000000000000118.75BAHT   BAL000000061284252.25 TO44002617524.
00010115943 T 20220105043227   000000000000187.25BAHT   BAL000000061284065.00 TO44002617524.
00010115943 T 20220105043242   000000000000119.00BAHT   BAL000000061283946.00 TO85614200688.
00010115943 T 20220105043618   000000000000165.25BAHT   BAL000000061283780.75 TO44002617524.
00010115943 T 20220105044835   000000000000108.50BAHT   BAL000000061283672.25 TO44002617524.
00010115943 T 20220105050804   000000000000122.00BAHT   BAL000000061283550.25 TO10803011297.
00010115943 T 20220105052602   000000000000153.50BAHT   BAL000000061283396.75 TO01133011122.
00010115943 T 20220105055028   000000000000176.75BAHT   BAL000000061283220.00 TO10803011297.
00010115943 T 20220105060947   000000000000162.00BAHT   BAL000000061283058.00 TO11870049832.
00010115943 T 20220105062128   000000000000181.50BAHT   BAL000000061282876.50 TO11870049832.
00010115943 T 20220105062408   000000000000199.25BAHT   BAL000000061282677.25 TO11870049832.
00010115943 T 20220105063659   000000000000160.00BAHT   BAL000000061282517.25 TO01133011122.
00010115943 T 20220105065656   000000000000188.00BAHT   BAL000000061282329.25 TO01133011122.
00010115943 T 20220105072410   000000000000115.50BAHT   BAL000000061282213.75 TO10803011297.
00010115943 T 20220105073932   000000000000160.25BAHT   BAL000000061282053.50 TO44002617524.
00010115943 T 20220105075818   000000000000133.00BAHT   BAL000000061281920.50 TO11870049832.
00010115943 T 20220105080145   000000000000133.75BAHT   BAL000000061281786.75 TO44002617524.
00010115943 T 20220105081648   000000000000159.50BAHT   BAL000000061281627.25 TO11870049832.
00010115943 T 20220101021550   000000000000173.25BAHT   BAL000000061281800.50 FROM44088673004.
00010115943 T 20220101092401   000000000000128.75BAHT   BAL000000061281929.25 FROM44088673004.
00010115943 T 20220101163218   000000000000161.75BAHT   BAL000000061282091.00 FROM44088673004.
00010115943 T 20220101230141   000000000000176.25BAHT   BAL000000061282267.25 FROM44088673004.
00010115943 T 20220102040959   000000000000175.00BAHT   BAL000000061282442.25 FROM44088673004.
00010115943 T 20220102085904   000000000000143.00BAHT   BAL000000061282585.25 FROM44088673004.
00010115943 T 20220102123347   000000000000161.50BAHT   BAL000000061282746.75 FROM44088673004.
00010115943 T 20220102131003   000000000000107.50BAHT   BAL000000061282854.25 FROM44088673004.
00010115943 T 20220102165504   000000000000165.50BAHT   BAL000000061283019.75 FROM44088673004.
00010115943 T 20220102232530   000000000000128.50BAHT   BAL000000061283148.25 FROM44088673004.
00010115943 T 20220101045827   000000000000139.25BAHT   BAL000000061283287.50 FROM44002617524.
00010115943 T 20220101052720   000000000000134.00BAHT   BAL000000061283421.50 FROM44002617524.
00010115943 T 20220101061352   000000000000140.00BAHT   BAL000000061283561.50 FROM44002617524.
00010115943 T 20220101074031   000000000000133.75BAHT   BAL000000061283695.25 FROM44002617524.
00010115943 T 20220101095337   000000000000130.25BAHT   BAL000000061283825.50 FROM44002617524.
00010115943 T 20220101132034   000000000000106.00BAHT   BAL000000061283931.50 FROM44002617524.
00010115943 T 20220101204822   000000000000134.00BAHT   BAL000000061284065.50 FROM44002617524.
00010115943 T 20220101214011   000000000000158.75BAHT   BAL000000061284224.25 FROM44002617524.
00010115943 T 20220101235545   000000000000151.75BAHT   BAL000000061284376.00 FROM44002617524.
00010115943 T 20220102014243   000000000000191.75BAHT   BAL000000061284567.75 FROM44002617524.
00010115943 T 20220102084246   000000000000179.50BAHT   BAL000000061284747.25 FROM44002617524.
00010115943 T 20220102165717   000000000000129.75BAHT   BAL000000061284877.00 FROM44002617524.
00010115943 T 20220102174043   000000000000112.25BAHT   BAL000000061284989.25 FROM44002617524.
00010115943 T 20220103015626   000000000000169.00BAHT   BAL000000061285158.25 FROM44002617524.
00010115943 T 20220103021255   000000000000115.00BAHT   BAL000000061285273.25 FROM44002617524.
00010115943 T 20220103064930   000000000000174.25BAHT   BAL000000061285447.50 FROM44002617524.
00010115943 T 20220103113430   000000000000169.25BAHT   BAL000000061285616.75 FROM44002617524.
00010115943 T 20220103133049   000000000000156.25BAHT   BAL000000061285773.00 FROM44002617524.
00010115943 T 20220103183904   000000000000151.00BAHT   BAL000000061285924.00 FROM44002617524.
00010115943 T 20220103204427   000000000000169.50BAHT   BAL000000061286093.50 FROM44002617524.
00010115943 T 20220103225924   000000000000148.25BAHT   BAL000000061286241.75 FROM44002617524.
00010115943 T 20220103230226   000000000000179.25BAHT   BAL000000061286421.00 FROM44002617524.
00010115943 T 20220104023905   000000000000109.75BAHT   BAL000000061286530.75 FROM44002617524.
00010115943 T 20220104061050   000000000000182.00BAHT   BAL000000061286712.75 FROM44002617524.
00010115943 T 20220104064653   000000000000131.50BAHT   BAL000000061286844.25 FROM44002617524.
00010115943 T 20220104104034   000000000000177.50BAHT   BAL000000061287021.75 FROM44002617524.
00010115943 T 20220104112441   000000000000172.50BAHT   BAL000000061287194.25 FROM44002617524.
00010115943 T 20220104115259   000000000000136.25BAHT   BAL000000061287330.50 FROM44002617524.
00010115943 T 20220104131213   000000000000159.50BAHT   BAL000000061287490.00 FROM44002617524.
00010115943 T 20220104162159   000000000000149.50BAHT   BAL000000061287639.50 FROM44002617524.
00010115943 T 20220101023641   000000000000104.00BAHT   BAL000000061287743.50 FROM85614200688.
00010115943 T 20220101123039   000000000000194.50BAHT   BAL000000061287938.00 FROM85614200688.
00010115943 T 20220101170403   000000000000123.50BAHT   BAL000000061288061.50 FROM85614200688.
00010115943 T 20220101204900   000000000000115.00BAHT   BAL000000061288176.50 FROM85614200688.
00010115943 T 20220102003602   000000000000197.00BAHT   BAL000000061288373.50 FROM85614200688.
00010115943 T 20220102024321   000000000000104.75BAHT   BAL000000061288478.25 FROM85614200688.
00010115943 T 20220102031726   000000000000198.50BAHT   BAL000000061288676.75 FROM85614200688.
00010115943 T 20220102060123   000000000000153.75BAHT   BAL000000061288830.50 FROM85614200688.
00010115943 T 20220102062724   000000000000195.50BAHT   BAL000000061289026.00 FROM85614200688.
00010115943 T 20220102102638   000000000000104.25BAHT   BAL000000061289130.25 FROM85614200688.
00010115943 T 20220102132442   000000000000185.25BAHT   BAL000000061289315.50 FROM85614200688.
00010115943 T 20220102133803   000000000000131.50BAHT   BAL000000061289447.00 FROM85614200688.
00010115943 T 20220103005341   000000000000143.25BAHT   BAL000000061289590.25 FROM85614200688.
00010115943 T 20220103121758   000000000000122.75BAHT   BAL000000061289713.00 FROM85614200688.
00010115943 T 20220103171731   000000000000114.50BAHT   BAL000000061289827.50 FROM85614200688.
00010115943 T 20220103173450   000000000000137.25BAHT   BAL000000061289964.75 FROM85614200688.
00010115943 T 20220103185357   000000000000151.25BAHT   BAL000000061290116.00 FROM85614200688.
00010115943 T 20220103193528   000000000000180.50BAHT   BAL000000061290296.50 FROM85614200688.
00010115943 T 20220104004956   000000000000144.75BAHT   BAL000000061290441.25 FROM85614200688.
00010115943 T 20220104014418   000000000000109.75BAHT   BAL000000061290551.00 FROM85614200688.
00010115943 T 20220104040742   000000000000197.00BAHT   BAL000000061290748.00 FROM85614200688.
00010115943 T 20220104060657   000000000000118.00BAHT   BAL000000061290866.00 FROM85614200688.
00010115943 T 20220101071850   000000000000184.50BAHT   BAL000000061291050.50 FROM11870049832.
00010115943 T 20220101130311   000000000000113.50BAHT   BAL000000061291164.00 FROM11870049832.
00010115943 T 20220101153646   000000000000112.50BAHT   BAL000000061291276.50 FROM11870049832.
00010115943 T 20220101163409   000000000000147.00BAHT   BAL000000061291423.50 FROM11870049832.
00010115943 T 20220101180724   000000000000144.00BAHT   BAL000000061291567.50 FROM11870049832.
00010115943 T 20220101184633   000000000000104.00BAHT   BAL000000061291671.50 FROM11870049832.
00010115943 T 20220101211942   000000000000177.00BAHT   BAL000000061291848.50 FROM11870049832.
00010115943 T 20220102102725   000000000000192.50BAHT   BAL000000061292041.00 FROM11870049832.
00010115943 T 20220102113953   000000000000154.25BAHT   BAL000000061292195.25 FROM11870049832.
00010115943 T 20220102114753   000000000000169.00BAHT   BAL000000061292364.25 FROM11870049832.
00010115943 T 20220102125555   000000000000152.50BAHT   BAL000000061292516.75 FROM11870049832.
00010115943 T 20220102131230   000000000000121.50BAHT   BAL000000061292638.25 FROM11870049832.
00010115943 T 20220102160452   000000000000176.00BAHT   BAL000000061292814.25 FROM11870049832.
00010115943 T 20220102205703   000000000000126.50BAHT   BAL000000061292940.75 FROM11870049832.
00010115943 T 20220102223521   000000000000129.50BAHT   BAL000000061293070.25 FROM11870049832.
00010115943 T 20220103023051   000000000000163.25BAHT   BAL000000061293233.50 FROM11870049832.
00010115943 T 20220103064606   000000000000132.50BAHT   BAL000000061293366.00 FROM11870049832.
00010115943 T 20220103122323   000000000000151.25BAHT   BAL000000061293517.25 FROM11870049832.
00010115943 T 20220103143538   000000000000109.00BAHT   BAL000000061293626.25 FROM11870049832.
00010115943 T 20220103150339   000000000000201.00BAHT   BAL000000061293827.25 FROM11870049832.
00010115943 T 20220103161737   000000000000199.00BAHT   BAL000000061294026.25 FROM11870049832.
00010115943 T 20220103163429   000000000000199.00BAHT   BAL000000061294225.25 FROM11870049832.
00010115943 T 20220103173528   000000000000128.00BAHT   BAL000000061294353.25 FROM11870049832.
00010115943 T 20220101001131   000000000000114.75BAHT   BAL000000061294468.00 FROM01133011122.
00010115943 T 20220101010142   000000000000112.50BAHT   BAL000000061294580.50 FROM01133011122.
00010115943 T 20220102070137   000000000000165.00BAHT   BAL000000061294745.50 FROM01133011122.
00010115943 T 20220102100957   000000000000158.50BAHT   BAL000000061294904.00 FROM01133011122.
00010115943 T 20220102133034   000000000000165.50BAHT   BAL000000061295069.50 FROM01133011122.
00010115943 T 20220102200743   000000000000129.00BAHT   BAL000000061295198.50 FROM01133011122.
00010115943 T 20220102202324   000000000000128.00BAHT   BAL000000061295326.50 FROM01133011122.
00010115943 T 20220103004334   000000000000195.00BAHT   BAL000000061295521.50 FROM01133011122.
00010115943 T 20220103011249   000000000000101.50BAHT   BAL000000061295623.00 FROM01133011122.
00010115943 T 20220103034435   000000000000142.50BAHT   BAL000000061295765.50 FROM01133011122.
00010115943 T 20220103070637   000000000000166.00BAHT   BAL000000061295931.50 FROM01133011122.
00010115943 T 20220103083338   000000000000134.75BAHT   BAL000000061296066.25 FROM01133011122.
00010115943 T 20220103083650   000000000000148.50BAHT   BAL000000061296214.75 FROM01133011122.
00010115943 T 20220103095114   000000000000178.50BAHT   BAL000000061296393.25 FROM01133011122.
00010115943 T 20220103110236   000000000000148.75BAHT   BAL000000061296542.00 FROM01133011122.
00010115943 T 20220103123424   000000000000125.50BAHT   BAL000000061296667.50 FROM01133011122.
00010115943 T 20220103162646   000000000000160.75BAHT   BAL000000061296828.25 FROM01133011122.
00010115943 T 20220103165444   000000000000133.75BAHT   BAL000000061296962.00 FROM01133011122.
00010115943 T 20220103171237   000000000000122.25BAHT   BAL000000061297084.25 FROM01133011122.
00010115943 T 20220103175549   000000000000145.50BAHT   BAL000000061297229.75 FROM01133011122.
00010115943 T 20220103200853   000000000000139.50BAHT   BAL000000061297369.25 FROM01133011122.
00010115943 T 20220103223157   000000000000200.00BAHT   BAL000000061297569.25 FROM01133011122.
00010115943 T 20220103231206   000000000000158.50BAHT   BAL000000061297727.75 FROM01133011122.
00010115943 T 20220103233448   000000000000167.25BAHT   BAL000000061297895.00 FROM01133011122.
00010115943 T 20220104040735   000000000000164.50BAHT   BAL000000061298059.50 FROM01133011122.
00010115943 T 20220104053312   000000000000138.75BAHT   BAL000000061298198.25 FROM01133011122.
00010115943 T 20220104070750   000000000000189.00BAHT   BAL000000061298387.25 FROM01133011122.
00010115943 T 20220104071552   000000000000157.25BAHT   BAL000000061298544.50 FROM01133011122.
00010115943 T 20220104083022   000000000000145.75BAHT   BAL000000061298690.25 FROM01133011122.
00010115943 T 20220104084948   000000000000124.25BAHT   BAL000000061298814.50 FROM01133011122.
00010115943 T 20220101064557   000000000000123.50BAHT   BAL000000061298938.00 FROM10803011297.
00010115943 T 20220101132411   000000000000171.25BAHT   BAL000000061299109.25 FROM10803011297.
00010115943 T 20220101135024   000000000000194.00BAHT   BAL000000061299303.25 FROM10803011297.
00010115943 T 20220101154143   000000000000187.50BAHT   BAL000000061299490.75 FROM10803011297.
00010115943 T 20220102083750   000000000000156.75BAHT   BAL000000061299647.50 FROM10803011297.
00010115943 T 20220102113308   000000000000167.25BAHT   BAL000000061299814.75 FROM10803011297.
00010115943 T 20220102132330   000000000000193.75BAHT   BAL000000061300008.50 FROM10803011297.
00010115943 T 20220102142006   000000000000152.50BAHT   BAL000000061300161.00 FROM10803011297.
00010115943 T 20220102181327   000000000000131.00BAHT   BAL000000061300292.00 FROM10803011297.
00010115943 T 20220103035203   000000000000145.50BAHT   BAL000000061300437.50 FROM10803011297.
00010115943 T 20220103044722   000000000000151.25BAHT   BAL000000061300588.75 FROM10803011297.
00010115943 T 20220103164053   000000000000196.25BAHT   BAL000000061300785.00 FROM10803011297.
00010115943 T 20220103171220   000000000000194.50BAHT   BAL000000061300979.50 FROM10803011297.
00010115943 T 20220103171727   000000000000200.50BAHT   BAL000000061301180.00 FROM10803011297.
00010115943 T 20220103174021   000000000000167.75BAHT   BAL000000061301347.75 FROM10803011297.
00010115943 T 20220103193440   000000000000175.50BAHT   BAL000000061301523.25 FROM10803011297.
00010115943 T 20220103193623   000000000000138.75BAHT   BAL000000061301662.00 FROM10803011297.
00010115943 T 20220103220016   000000000000119.75BAHT   BAL000000061301781.75 FROM10803011297.
00010115943 T 20220104015233   000000000000162.25BAHT   BAL000000061301944.00 FROM10803011297.
