11870049832 I 20220101000000   000000008689014.25BAHT   BAL000000008689014.25 INITIAL.
11870049832 D 20220103025524   000000000579370.25BAHT   BAL000000047026296.00 TYPE-DE.
11870049832 D 20220103030154   000000000787559.25BAHT   BAL000000047813855.25 TYPE-DE.
11870049832 D 20220103031923   000000000835097.00BAHT   BAL000000048648952.25 TYPE-DE.
11870049832 T 20220103034300   000000000000103.25BAHT   BAL000000048648849.00 TO10803011297.
11870049832 T 20220103035313   000000000000142.75BAHT   BAL000000048648706.25 TO10803011297.
11870049832 T 20220103035944   000000000000160.75BAHT   BAL000000048648545.50 TO44002617524.
11870049832 D 20220103042157   000000000652517.50BAHT   BAL000000049301063.00 TYPE-DE.
11870049832 T 20220103043322   000000000000115.75BAHT   BAL000000049300947.25 TO01133011122.
11870049832 D 20220103043447   000000000297420.75BAHT   BAL000000049598368.00 TYPE-DE.
11870049832 D 20220103043744   000000000546588.75BAHT   BAL000000050144956.75 TYPE-DE.
11870049832 T 20220103045442   000000000000197.75BAHT   BAL000000050144759.00 TO10803011297.
11870049832 D 20220103051255   000000000208444.50BAHT   BAL000000050353203.50 TYPE-DE.
11870049832 D 20220103053736   000000000804990.50BAHT   BAL000000051158194.00 TYPE-DE.
11870049832 D 20220103054623   000000000265999.00BAHT   BAL000000051424193.00 TYPE-DE.
11870049832 T 20220103054709   000000000000183.25BAHT   BAL000000051424009.75 TO10803011297.
11870049832 T 20220103061624   000000000000151.50BAHT   BAL000000051423858.25 TO44002617524.
11870049832 T 20220103062542   000000000000164.75BAHT   BAL000000051423693.50 TO44088673004.
11870049832 T 20220103064606   000000000000132.50BAHT   BAL000000051423561.00 TO00010115943.
11870049832 D 20220103070740   000000000287550.00BAHT   BAL000000051711111.00 TYPE-DE.
11870049832 D 20220103072421   000000000454696.25BAHT   BAL000000052165807.25 TYPE-DE.
11870049832 T 20220103074736   000000000000179.50BAHT   BAL000000052165627.75 TO44002617524.
11870049832 D 20220103075023   000000000461512.00BAHT   BAL000000052627139.75 TYPE-DE.
11870049832 D 20220103081250   000000000870229.00BAHT   BAL000000053497368.75 TYPE-DE.
11870049832 D 20220103082203   000000000142756.25BAHT   BAL000000053640125.00 TYPE-DE.
11870049832 D 20220103082250   000000000345860.75BAHT   BAL000000053985985.75 TYPE-DE.
11870049832 D 20220103083210   000000000398318.50BAHT   BAL000000054384304.25 TYPE-DE.
11870049832 D 20220103083539   000000000844518.00BAHT   BAL000000055228822.25 TYPE-DE.
11870049832 D 20220103084720   000000000703551.75BAHT   BAL000000055932374.00 TYPE-DE.
11870049832 T 20220103091148   000000000000154.25BAHT   BAL000000055932219.75 TO85614200688.
11870049832 D 20220103092742   000000000149678.75BAHT   BAL000000056081898.50 TYPE-DE.
11870049832 D 20220103095252   000000000801655.25BAHT   BAL000000056883553.75 TYPE-DE.
11870049832 D 20220103101348   000000000257022.50BAHT   BAL000000057140576.25 TYPE-DE.
11870049832 T 20220103104130   000000000000157.75BAHT   BAL000000057140418.50 TO85614200688.
11870049832 D 20220103104641   000000000723571.50BAHT   BAL000000057863990.00 TYPE-DE.
11870049832 T 20220103105247   000000000000115.75BAHT   BAL000000057863874.25 TO01133011122.
11870049832 T 20220103105652   000000000000172.75BAHT   BAL000000057863701.50 TO01133011122.
11870049832 T 20220103110121   000000000000148.75BAHT   BAL000000057863552.75 TO85614200688.
11870049832 T 20220103112611   000000000000175.00BAHT   BAL000000057863377.75 TO01133011122.
11870049832 T 20220103113726   000000000000186.50BAHT   BAL000000057863191.25 TO10803011297.
11870049832 T 20220103114501   000000000000178.75BAHT   BAL000000057863012.50 TO10803011297.
11870049832 T 20220103120500   000000000000114.50BAHT   BAL000000057862898.00 TO44002617524.
11870049832 T 20220103122323   000000000000151.25BAHT   BAL000000057862746.75 TO00010115943.
11870049832 T 20220103125215   000000000000134.50BAHT   BAL000000057862612.25 TO44002617524.
11870049832 T 20220103125748   000000000000135.25BAHT   BAL000000057862477.00 TO10803011297.
11870049832 T 20220103132623   000000000000144.25BAHT   BAL000000057862332.75 TO44002617524.
11870049832 T 20220103133558   000000000000174.50BAHT   BAL000000057862158.25 TO01133011122.
11870049832 T 20220103135944   000000000000175.25BAHT   BAL000000057861983.00 TO01133011122.
11870049832 T 20220103142622   000000000000153.25BAHT   BAL000000057861829.75 TO44088673004.
11870049832 T 20220103143451   000000000000106.00BAHT   BAL000000057861723.75 TO44002617524.
11870049832 T 20220103143538   000000000000109.00BAHT   BAL000000057861614.75 TO00010115943.
11870049832 T 20220103144225   000000000000179.00BAHT   BAL000000057861435.75 TO85614200688.
11870049832 T 20220103144452   000000000000109.00BAHT   BAL000000057861326.75 TO44088673004.
11870049832 T 20220103145005   000000000000179.50BAHT   BAL000000057861147.25 TO44002617524.
11870049832 T 20220103145451   000000000000102.25BAHT   BAL000000057861045.00 TO10803011297.
11870049832 T 20220103145451   000000000000199.00BAHT   BAL000000057860846.00 TO10803011297.
11870049832 T 20220103150339   000000000000201.00BAHT   BAL000000057860645.00 TO00010115943.
11870049832 T 20220103153029   000000000000148.00BAHT   BAL000000057860497.00 TO44088673004.
11870049832 T 20220103155621   000000000000103.00BAHT   BAL000000057860394.00 TO10803011297.
11870049832 T 20220103161737   000000000000199.00BAHT   BAL000000057860195.00 TO00010115943.
11870049832 T 20220103163429   000000000000199.00BAHT   BAL000000057859996.00 TO00010115943.
11870049832 T 20220103170250   000000000000139.00BAHT   BAL000000057859857.00 TO85614200688.
11870049832 T 20220103172950   000000000000175.25BAHT   BAL000000057859681.75 TO01133011122.
11870049832 T 20220103173528   000000000000128.00BAHT   BAL000000057859553.75 TO00010115943.
11870049832 T 20220103175829   000000000000129.50BAHT   BAL000000057859424.25 TO44088673004.
11870049832 T 20220103181630   000000000000144.25BAHT   BAL000000057859280.00 TO44002617524.
11870049832 T 20220103184127   000000000000120.25BAHT   BAL000000057859159.75 TO44088673004.
11870049832 T 20220103190425   000000000000148.50BAHT   BAL000000057859011.25 TO10803011297.
11870049832 T 20220103191505   000000000000192.50BAHT   BAL000000057858818.75 TO44002617524.
11870049832 T 20220103193347   000000000000166.75BAHT   BAL000000057858652.00 TO10803011297.
11870049832 T 20220103200226   000000000000151.00BAHT   BAL000000057858501.00 TO10803011297.
11870049832 T 20220103201703   000000000000159.00BAHT   BAL000000057858342.00 TO44088673004.
11870049832 T 20220103201840   000000000000141.00BAHT   BAL000000057858201.00 TO44002617524.
11870049832 T 20220101031944   000000000000104.25BAHT   BAL000000057858305.25 FROM01133011122.
11870049832 T 20220101103042   000000000000200.00BAHT   BAL000000057858505.25 FROM01133011122.
11870049832 T 20220101170105   000000000000189.50BAHT   BAL000000057858694.75 FROM01133011122.
11870049832 T 20220101223322   000000000000188.50BAHT   BAL000000057858883.25 FROM01133011122.
11870049832 T 20220102030735   000000000000143.00BAHT   BAL000000057859026.25 FROM01133011122.
11870049832 T 20220102105727   000000000000160.25BAHT   BAL000000057859186.50 FROM01133011122.
11870049832 T 20220102131005   000000000000183.25BAHT   BAL000000057859369.75 FROM01133011122.
11870049832 T 20220102213841   000000000000154.25BAHT   BAL000000057859524.00 FROM01133011122.
11870049832 T 20220103001348   000000000000143.00BAHT   BAL000000057859667.00 FROM01133011122.
11870049832 T 20220103014504   000000000000106.50BAHT   BAL000000057859773.50 FROM01133011122.
11870049832 T 20220103030541   000000000000100.75BAHT   BAL000000057859874.25 FROM01133011122.
11870049832 T 20220103042011   000000000000116.50BAHT   BAL000000057859990.75 FROM01133011122.
11870049832 T 20220103075311   000000000000102.25BAHT   BAL000000057860093.00 FROM01133011122.
11870049832 T 20220103092404   000000000000133.00BAHT   BAL000000057860226.00 FROM01133011122.
11870049832 T 20220103102034   000000000000115.50BAHT   BAL000000057860341.50 FROM01133011122.
11870049832 T 20220103110618   000000000000147.25BAHT   BAL000000057860488.75 FROM01133011122.
11870049832 T 20220103122459   000000000000120.00BAHT   BAL000000057860608.75 FROM01133011122.
11870049832 T 20220103123330   000000000000117.25BAHT   BAL000000057860726.00 FROM01133011122.
11870049832 T 20220103144303   000000000000168.75BAHT   BAL000000057860894.75 FROM01133011122.
11870049832 T 20220103191741   000000000000114.75BAHT   BAL000000057861009.50 FROM01133011122.
11870049832 T 20220103194553   000000000000156.25BAHT   BAL000000057861165.75 FROM01133011122.
11870049832 T 20220103195810   000000000000125.25BAHT   BAL000000057861291.00 FROM01133011122.
11870049832 T 20220103212128   000000000000123.50BAHT   BAL000000057861414.50 FROM01133011122.
11870049832 T 20220104013250   000000000000105.75BAHT   BAL000000057861520.25 FROM01133011122.
11870049832 T 20220104020826   000000000000165.75BAHT   BAL000000057861686.00 FROM01133011122.
11870049832 T 20220104031315   000000000000109.50BAHT   BAL000000057861795.50 FROM01133011122.
11870049832 T 20220104061205   000000000000193.00BAHT   BAL000000057861988.50 FROM01133011122.
11870049832 T 20220104095529   000000000000181.75BAHT   BAL000000057862170.25 FROM01133011122.
11870049832 T 20220104095721   000000000000117.50BAHT   BAL000000057862287.75 FROM01133011122.
11870049832 T 20220101141836   000000000000148.00BAHT   BAL000000057862435.75 FROM10803011297.
11870049832 T 20220101145355   000000000000101.00BAHT   BAL000000057862536.75 FROM10803011297.
11870049832 T 20220101192047   000000000000104.00BAHT   BAL000000057862640.75 FROM10803011297.
11870049832 T 20220102000837   000000000000169.50BAHT   BAL000000057862810.25 FROM10803011297.
11870049832 T 20220102004615   000000000000176.00BAHT   BAL000000057862986.25 FROM10803011297.
11870049832 T 20220102064958   000000000000155.50BAHT   BAL000000057863141.75 FROM10803011297.
11870049832 T 20220102071308   000000000000148.50BAHT   BAL000000057863290.25 FROM10803011297.
11870049832 T 20220102085822   000000000000185.50BAHT   BAL000000057863475.75 FROM10803011297.
11870049832 T 20220102105558   000000000000161.25BAHT   BAL000000057863637.00 FROM10803011297.
11870049832 T 20220102190142   000000000000151.50BAHT   BAL000000057863788.50 FROM10803011297.
11870049832 T 20220103093052   000000000000119.00BAHT   BAL000000057863907.50 FROM10803011297.
11870049832 T 20220103100140   000000000000105.75BAHT   BAL000000057864013.25 FROM10803011297.
11870049832 T 20220103112003   000000000000137.25BAHT   BAL000000057864150.50 FROM10803011297.
11870049832 T 20220103145314   000000000000120.50BAHT   BAL000000057864271.00 FROM10803011297.
11870049832 T 20220103233817   000000000000155.25BAHT   BAL000000057864426.25 FROM10803011297.
11870049832 T 20220104010632   000000000000181.75BAHT   BAL000000057864608.00 FROM10803011297.
