44088673004 I 20220101000000   000000002572713.50BAHT   BAL000000002572713.50 INITIAL.
44088673004 T 20220103044544   000000000000123.25BAHT   BAL000000041424155.25 FROM01133011122.
44088673004 T 20220103060450   000000000000141.50BAHT   BAL000000041424296.75 FROM01133011122.
44088673004 T 20220103065639   000000000000171.75BAHT   BAL000000041424468.50 FROM01133011122.
44088673004 T 20220103083415   000000000000129.75BAHT   BAL000000041424598.25 FROM01133011122.
44088673004 T 20220103112858   000000000000148.50BAHT   BAL000000041424746.75 FROM01133011122.
44088673004 T 20220103121248   000000000000189.00BAHT   BAL000000041424935.75 FROM01133011122.
44088673004 T 20220103131141   000000000000152.50BAHT   BAL000000041425088.25 FROM01133011122.
44088673004 T 20220103152730   000000000000117.25BAHT   BAL000000041425205.50 FROM01133011122.
44088673004 T 20220103160604   000000000000114.75BAHT   BAL000000041425320.25 FROM01133011122.
44088673004 T 20220103215123   000000000000163.75BAHT   BAL000000041425484.00 FROM01133011122.
44088673004 T 20220103220133   000000000000181.00BAHT   BAL000000041425665.00 FROM01133011122.
44088673004 T 20220103234441   000000000000146.50BAHT   BAL000000041425811.50 FROM01133011122.
44088673004 T 20220104001318   000000000000148.50BAHT   BAL000000041425960.00 FROM01133011122.
44088673004 T 20220104001351   000000000000121.00BAHT   BAL000000041426081.00 FROM01133011122.
44088673004 T 20220104021353   000000000000194.00BAHT   BAL000000041426275.00 FROM01133011122.
44088673004 T 20220104042944   000000000000173.25BAHT   BAL000000041426448.25 FROM01133011122.
44088673004 T 20220104043939   000000000000191.00BAHT   BAL000000041426639.25 FROM01133011122.
44088673004 T 20220104045710   000000000000182.50BAHT   BAL000000041426821.75 FROM01133011122.
44088673004 T 20220104060049   000000000000159.25BAHT   BAL000000041426981.00 FROM01133011122.
44088673004 T 20220104070610   000000000000186.50BAHT   BAL000000041427167.50 FROM01133011122.
44088673004 T 20220104093951   000000000000177.50BAHT   BAL000000041427345.00 FROM01133011122.
44088673004 T 20220104094024   000000000000175.50BAHT   BAL000000041427520.50 FROM01133011122.
44088673004 T 20220101000245   000000000000108.75BAHT   BAL000000041427629.25 FROM10803011297.
44088673004 T 20220101020555   000000000000121.25BAHT   BAL000000041427750.50 FROM10803011297.
44088673004 T 20220101131646   000000000000107.75BAHT   BAL000000041427858.25 FROM10803011297.
44088673004 T 20220101190835   000000000000190.25BAHT   BAL000000041428048.50 FROM10803011297.
44088673004 T 20220101222614   000000000000143.50BAHT   BAL000000041428192.00 FROM10803011297.
44088673004 T 20220102014923   000000000000161.75BAHT   BAL000000041428353.75 FROM10803011297.
44088673004 T 20220102044557   000000000000122.00BAHT   BAL000000041428475.75 FROM10803011297.
44088673004 T 20220102062414   000000000000118.75BAHT   BAL000000041428594.50 FROM10803011297.
44088673004 T 20220102134414   000000000000147.25BAHT   BAL000000041428741.75 FROM10803011297.
44088673004 T 20220103003533   000000000000186.50BAHT   BAL000000041428928.25 FROM10803011297.
44088673004 T 20220103050327   000000000000107.25BAHT   BAL000000041429035.50 FROM10803011297.
44088673004 T 20220103050824   000000000000183.50BAHT   BAL000000041429219.00 FROM10803011297.
44088673004 T 20220103060603   000000000000125.50BAHT   BAL000000041429344.50 FROM10803011297.
44088673004 T 20220103062344   000000000000149.00BAHT   BAL000000041429493.50 FROM10803011297.
44088673004 T 20220103081542   000000000000178.50BAHT   BAL000000041429672.00 FROM10803011297.
44088673004 T 20220103114445   000000000000122.00BAHT   BAL000000041429794.00 FROM10803011297.
44088673004 T 20220103122226   000000000000171.75BAHT   BAL000000041429965.75 FROM10803011297.
44088673004 T 20220103135448   000000000000126.50BAHT   BAL000000041430092.25 FROM10803011297.
44088673004 T 20220103140530   000000000000181.75BAHT   BAL000000041430274.00 FROM10803011297.
44088673004 T 20220103161202   000000000000159.75BAHT   BAL000000041430433.75 FROM10803011297.
44088673004 T 20220103175537   000000000000130.25BAHT   BAL000000041430564.00 FROM10803011297.
44088673004 T 20220103181041   000000000000160.75BAHT   BAL000000041430724.75 FROM10803011297.
44088673004 T 20220103203717   000000000000113.25BAHT   BAL000000041430838.00 FROM10803011297.
44088673004 T 20220103210939   000000000000182.50BAHT   BAL000000041431020.50 FROM10803011297.
44088673004 T 20220103222114   000000000000201.75BAHT   BAL000000041431222.25 FROM10803011297.
44088673004 T 20220103224633   000000000000196.00BAHT   BAL000000041431418.25 FROM10803011297.
44088673004 T 20220103234157   000000000000103.25BAHT   BAL000000041431521.50 FROM10803011297.
44088673004 T 20220103235419   000000000000154.25BAHT   BAL000000041431675.75 FROM10803011297.
44088673004 T 20220104004443   000000000000106.00BAHT   BAL000000041431781.75 FROM10803011297.
