85614200688 I 20220101000000   000000001600231.25BAHT   BAL000000001600231.25 INITIAL.
85614200688 T 20220103162123   000000000000154.50BAHT   BAL000000053090926.25 TO10803011297.
85614200688 D 20220103164724   000000000220422.00BAHT   BAL000000053311348.25 TYPE-DE.
85614200688 D 20220103165951   000000000140328.00BAHT   BAL000000053451676.25 TYPE-DE.
85614200688 T 20220103171731   000000000000114.50BAHT   BAL000000053451561.75 TO00010115943.
85614200688 T 20220103173450   000000000000137.25BAHT   BAL000000053451424.50 TO00010115943.
85614200688 D 20220103175821   000000000446275.75BAHT   BAL000000053897700.25 TYPE-DE.
85614200688 T 20220103181552   000000000000105.25BAHT   BAL000000053897595.00 TO01133011122.
85614200688 D 20220103184511   000000000882255.25BAHT   BAL000000054779850.25 TYPE-DE.
85614200688 T 20220103185357   000000000000151.25BAHT   BAL000000054779699.00 TO00010115943.
85614200688 D 20220103191329   000000000936032.50BAHT   BAL000000055715731.50 TYPE-DE.
85614200688 T 20220103193528   000000000000180.50BAHT   BAL000000055715551.00 TO00010115943.
85614200688 D 20220103194113   000000000063122.25BAHT   BAL000000055778673.25 TYPE-DE.
85614200688 D 20220103200419   000000000366379.00BAHT   BAL000000056145052.25 TYPE-DE.
85614200688 D 20220103202637   000000000843881.25BAHT   BAL000000056988933.50 TYPE-DE.
85614200688 D 20220103204038   000000000427460.25BAHT   BAL000000057416393.75 TYPE-DE.
85614200688 D 20220103210114   000000000410300.25BAHT   BAL000000057826694.00 TYPE-DE.
85614200688 D 20220103211216   000000000325787.25BAHT   BAL000000058152481.25 TYPE-DE.
85614200688 T 20220103213926   000000000000138.50BAHT   BAL000000058152342.75 TO44088673004.
85614200688 T 20220103214308   000000000000147.00BAHT   BAL000000058152195.75 TO01133011122.
85614200688 D 20220103220550   000000000357803.25BAHT   BAL000000058509999.00 TYPE-DE.
85614200688 D 20220103222250   000000000210770.00BAHT   BAL000000058720769.00 TYPE-DE.
85614200688 T 20220103224229   000000000000127.75BAHT   BAL000000058720641.25 TO11870049832.
85614200688 T 20220103225409   000000000000197.50BAHT   BAL000000058720443.75 TO01133011122.
85614200688 T 20220103225713   000000000000126.50BAHT   BAL000000058720317.25 TO44088673004.
85614200688 T 20220103230615   000000000000112.75BAHT   BAL000000058720204.50 TO44088673004.
85614200688 T 20220103233236   000000000000199.50BAHT   BAL000000058720005.00 TO11870049832.
85614200688 T 20220103235632   000000000000129.75BAHT   BAL000000058719875.25 TO01133011122.
85614200688 T 20220104000141   000000000000184.75BAHT   BAL000000058719690.50 TO10803011297.
85614200688 T 20220104000241   000000000000157.75BAHT   BAL000000058719532.75 TO10803011297.
85614200688 T 20220104000242   000000000000167.75BAHT   BAL000000058719365.00 TO11870049832.
85614200688 T 20220104003156   000000000000108.00BAHT   BAL000000058719257.00 TO11870049832.
85614200688 T 20220104003157   000000000000161.75BAHT   BAL000000058719095.25 TO44088673004.
85614200688 T 20220104004554   000000000000171.75BAHT   BAL000000058718923.50 TO44002617524.
85614200688 T 20220104004956   000000000000144.75BAHT   BAL000000058718778.75 TO00010115943.
85614200688 T 20220104010245   000000000000162.25BAHT   BAL000000058718616.50 TO44088673004.
85614200688 T 20220104012451   000000000000175.25BAHT   BAL000000058718441.25 TO44088673004.
85614200688 T 20220104014418   000000000000109.75BAHT   BAL000000058718331.50 TO00010115943.
85614200688 T 20220104021113   000000000000139.00BAHT   BAL000000058718192.50 TO44088673004.
85614200688 T 20220104021627   000000000000179.75BAHT   BAL000000058718012.75 TO01133011122.
85614200688 T 20220104024205   000000000000178.50BAHT   BAL000000058717834.25 TO01133011122.
85614200688 T 20220104025452   000000000000101.25BAHT   BAL000000058717733.00 TO44088673004.
85614200688 T 20220104031124   000000000000109.75BAHT   BAL000000058717623.25 TO10803011297.
85614200688 T 20220104033811   000000000000150.25BAHT   BAL000000058717473.00 TO44002617524.
85614200688 T 20220104040742   000000000000197.00BAHT   BAL000000058717276.00 TO00010115943.
85614200688 T 20220104042013   000000000000123.50BAHT   BAL000000058717152.50 TO11870049832.
85614200688 T 20220104042358   000000000000151.75BAHT   BAL000000058717000.75 TO44002617524.
85614200688 T 20220104042909   000000000000165.25BAHT   BAL000000058716835.50 TO01133011122.
85614200688 T 20220104045716   000000000000169.00BAHT   BAL000000058716666.50 TO44002617524.
85614200688 T 20220104050555   000000000000153.00BAHT   BAL000000058716513.50 TO11870049832.
85614200688 T 20220104052334   000000000000110.25BAHT   BAL000000058716403.25 TO44002617524.
85614200688 T 20220104054146   000000000000201.00BAHT   BAL000000058716202.25 TO01133011122.
85614200688 T 20220104060500   000000000000177.25BAHT   BAL000000058716025.00 TO01133011122.
85614200688 T 20220104060657   000000000000118.00BAHT   BAL000000058715907.00 TO00010115943.
85614200688 T 20220101015034   000000000000174.25BAHT   BAL000000058716081.25 FROM11870049832.
85614200688 T 20220101082252   000000000000180.00BAHT   BAL000000058716261.25 FROM11870049832.
85614200688 T 20220101105333   000000000000166.00BAHT   BAL000000058716427.25 FROM11870049832.
85614200688 T 20220101111600   000000000000121.75BAHT   BAL000000058716549.00 FROM11870049832.
85614200688 T 20220101122908   000000000000127.25BAHT   BAL000000058716676.25 FROM11870049832.
85614200688 T 20220102020151   000000000000178.25BAHT   BAL000000058716854.50 FROM11870049832.
85614200688 T 20220102090937   000000000000128.75BAHT   BAL000000058716983.25 FROM11870049832.
85614200688 T 20220102134104   000000000000179.00BAHT   BAL000000058717162.25 FROM11870049832.
85614200688 T 20220102142110   000000000000193.25BAHT   BAL000000058717355.50 FROM11870049832.
85614200688 T 20220102154611   000000000000134.75BAHT   BAL000000058717490.25 FROM11870049832.
85614200688 T 20220102190205   000000000000114.75BAHT   BAL000000058717605.00 FROM11870049832.
85614200688 T 20220102191544   000000000000186.25BAHT   BAL000000058717791.25 FROM11870049832.
85614200688 T 20220102221836   000000000000140.50BAHT   BAL000000058717931.75 FROM11870049832.
85614200688 T 20220102225705   000000000000166.25BAHT   BAL000000058718098.00 FROM11870049832.
85614200688 T 20220102231958   000000000000192.25BAHT   BAL000000058718290.25 FROM11870049832.
85614200688 T 20220103091148   000000000000154.25BAHT   BAL000000058718444.50 FROM11870049832.
85614200688 T 20220103104130   000000000000157.75BAHT   BAL000000058718602.25 FROM11870049832.
85614200688 T 20220103110121   000000000000148.75BAHT   BAL000000058718751.00 FROM11870049832.
85614200688 T 20220103144225   000000000000179.00BAHT   BAL000000058718930.00 FROM11870049832.
85614200688 T 20220103170250   000000000000139.00BAHT   BAL000000058719069.00 FROM11870049832.
85614200688 T 20220101022206   000000000000112.00BAHT   BAL000000058719181.00 FROM01133011122.
85614200688 T 20220101094438   000000000000172.00BAHT   BAL000000058719353.00 FROM01133011122.
85614200688 T 20220101142011   000000000000136.50BAHT   BAL000000058719489.50 FROM01133011122.
85614200688 T 20220102002505   000000000000184.50BAHT   BAL000000058719674.00 FROM01133011122.
85614200688 T 20220102011917   000000000000192.50BAHT   BAL000000058719866.50 FROM01133011122.
85614200688 T 20220102043535   000000000000179.75BAHT   BAL000000058720046.25 FROM01133011122.
85614200688 T 20220102113633   000000000000199.00BAHT   BAL000000058720245.25 FROM01133011122.
85614200688 T 20220102150514   000000000000148.50BAHT   BAL000000058720393.75 FROM01133011122.
85614200688 T 20220102172140   000000000000121.00BAHT   BAL000000058720514.75 FROM01133011122.
85614200688 T 20220102223428   000000000000169.25BAHT   BAL000000058720684.00 FROM01133011122.
85614200688 T 20220103045947   000000000000169.75BAHT   BAL000000058720853.75 FROM01133011122.
85614200688 T 20220103100800   000000000000144.25BAHT   BAL000000058720998.00 FROM01133011122.
85614200688 T 20220103114351   000000000000165.50BAHT   BAL000000058721163.50 FROM01133011122.
85614200688 T 20220103114507   000000000000153.25BAHT   BAL000000058721316.75 FROM01133011122.
85614200688 T 20220103155528   000000000000160.50BAHT   BAL000000058721477.25 FROM01133011122.
85614200688 T 20220103174112   000000000000140.75BAHT   BAL000000058721618.00 FROM01133011122.
85614200688 T 20220103182543   000000000000177.50BAHT   BAL000000058721795.50 FROM01133011122.
85614200688 T 20220103190817   000000000000183.75BAHT   BAL000000058721979.25 FROM01133011122.
85614200688 T 20220103200326   000000000000180.75BAHT   BAL000000058722160.00 FROM01133011122.
85614200688 T 20220103203613   000000000000153.75BAHT   BAL000000058722313.75 FROM01133011122.
85614200688 T 20220103223041   000000000000120.25BAHT   BAL000000058722434.00 FROM01133011122.
85614200688 T 20220104004231   000000000000179.75BAHT   BAL000000058722613.75 FROM01133011122.
85614200688 T 20220104014317   000000000000108.75BAHT   BAL000000058722722.50 FROM01133011122.
85614200688 T 20220104015851   000000000000119.25BAHT   BAL000000058722841.75 FROM01133011122.
85614200688 T 20220104020836   000000000000168.50BAHT   BAL000000058723010.25 FROM01133011122.
85614200688 T 20220104053029   000000000000143.25BAHT   BAL000000058723153.50 FROM01133011122.
85614200688 T 20220104080050   000000000000160.75BAHT   BAL000000058723314.25 FROM01133011122.
85614200688 T 20220104081135   000000000000199.75BAHT   BAL000000058723514.00 FROM01133011122.
85614200688 T 20220104091542   000000000000191.75BAHT   BAL000000058723705.75 FROM01133011122.
85614200688 T 20220101043517   000000000000169.50BAHT   BAL000000058723875.25 FROM10803011297.
85614200688 T 20220101080825   000000000000187.00BAHT   BAL000000058724062.25 FROM10803011297.
85614200688 T 20220101125901   000000000000191.75BAHT   BAL000000058724254.00 FROM10803011297.
85614200688 T 20220101151713   000000000000131.25BAHT   BAL000000058724385.25 FROM10803011297.
85614200688 T 20220102024241   000000000000168.75BAHT   BAL000000058724554.00 FROM10803011297.
85614200688 T 20220102101305   000000000000191.50BAHT   BAL000000058724745.50 FROM10803011297.
85614200688 T 20220102143622   000000000000163.00BAHT   BAL000000058724908.50 FROM10803011297.
85614200688 T 20220102220401   000000000000198.00BAHT   BAL000000058725106.50 FROM10803011297.
85614200688 T 20220102231803   000000000000124.25BAHT   BAL000000058725230.75 FROM10803011297.
85614200688 T 20220103075239   000000000000178.00BAHT   BAL000000058725408.75 FROM10803011297.
85614200688 T 20220103103423   000000000000153.25BAHT   BAL000000058725562.00 FROM10803011297.
85614200688 T 20220103133449   000000000000104.25BAHT   BAL000000058725666.25 FROM10803011297.
85614200688 T 20220103185808   000000000000129.00BAHT   BAL000000058725795.25 FROM10803011297.
85614200688 T 20220103202732   000000000000161.25BAHT   BAL000000058725956.50 FROM10803011297.
85614200688 T 20220103231234   000000000000101.25BAHT   BAL000000058726057.75 FROM10803011297.
85614200688 T 20220104001938   000000000000147.00BAHT   BAL000000058726204.75 FROM10803011297.
85614200688 T 20220104011229   000000000000181.00BAHT   BAL000000058726385.75 FROM10803011297.
85614200688 T 20220104011634   000000000000182.75BAHT   BAL000000058726568.50 FROM10803011297.
